documentId,pageNumber,tableId,row,left_content,right_content,left_confidence,right_confidence
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,4,1,3,2,156,0.997,0.9442307692307692
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,4,1,3,333,24,0.99575,0.996
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,4,1,3,185,101,0.9352666666666668,0.9164
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,4,1,3,46,184,0.99425,0.9512222222222222
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,4,1,3,"27,4",68,0.9235714285714286,0.996
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,4,1,3,157,549,0.9400588235294116,0.993857142857143
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,4,1,4,3,156,0.9955,0.9442307692307692
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,4,1,4,335,25,0.9963333333333332,0.98925
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,4,1,4,141,450,0.9196153846153846,0.9921666666666668
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,4,1,4,47,145,0.99525,0.945
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,4,1,4,126,69,0.9504285714285716,0.9956666666666668
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,4,1,4,157,430,0.9400588235294116,0.995
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,4,1,5,4,155,0.9945,0.941
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,4,1,5,141,453,0.9196153846153846,0.989625
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,4,1,5,48,156,0.919,0.9442307692307692
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,4,1,5,247,70,0.9962857142857144,0.996
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,4,1,5,157,431,0.9400588235294116,0.9576666666666664
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,4,1,6,5,146,0.996,0.901818181818182
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,4,1,6,152,27,0.9508571428571428,0.95725
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,4,1,6,49,156,0.9955,0.9442307692307692
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,4,1,6,249,71,0.996,0.9185
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,4,1,6,143,258.,0.9235454545454544,0.908142857142857
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,4,1,7,6,144,0.995,0.9358823529411766
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,4,1,7,354.,28,0.98575,0.98675
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,4,1,7,141,452,0.9196153846153846,0.9941428571428572
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,4,1,7,50,144,0.9955,0.9358823529411766
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,4,1,7,359,72,0.9952857142857142,0.9963333333333332
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,4,1,7,185,95,0.9352666666666668,0.9963333333333332
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,4,1,8,7,166,0.995,0.9542857142857144
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,4,1,8,185,48,0.9352666666666668,0.919
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,4,1,8,51,144,0.9195,0.9358823529411766
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,4,1,8,142,205,0.9359285714285712,0.9945
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,4,1,9,8,66,0.997,0.99075
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,4,1,9,110,30,0.9154,0.9956666666666668
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,4,1,9,157,101,0.9400588235294116,0.9164
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,4,1,9,52,157,0.9926666666666666,0.9400588235294116
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,4,1,9,558,74,0.9952,0.9945
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,4,1,9,142,207,0.9359285714285712,0.995
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,4,1,10,9,145,0.995,0.945
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,4,1,10,91,31,0.90975,0.9346
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,4,1,10,157,100,0.9400588235294116,0.92075
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,4,1,10,53,157,0.996,0.9400588235294116
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,4,1,10,559,75,0.9934,0.9956666666666668
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,4,1,10,157,550,0.9400588235294116,0.995
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,4,1,11,250,32,0.9883333333333332,0.99525
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,4,1,11,156,344,0.9442307692307692,0.9951428571428572
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,4,1,11,54,185,0.99175,0.9352666666666668
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,4,1,11,195,76,0.9298571428571428,0.9956666666666668
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,4,1,11,166,267,0.9542857142857144,0.9545714285714284
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,4,1,12,350,33,0.948,0.9963333333333332
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,4,1,12,166,87,0.9542857142857144,0.95825
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,4,1,12,55,143,0.996,0.9235454545454544
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,4,1,12,290,77,0.9946,0.9943333333333332
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,4,1,12,163,465,0.9673076923076922,0.9195714285714284
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,4,1,13,12,185,0.9195,0.9352666666666668
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,4,1,13,277.,34,0.917875,0.9956
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,4,1,13,56,141,0.991,0.9196153846153846
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,4,1,13,163,464,0.9673076923076922,0.9928333333333336
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,4,1,14,13,185,0.935,0.9352666666666668
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,4,1,14,227,35,0.9703333333333334,0.99525
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,4,1,14,157,315,0.9400588235294116,0.918125
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,4,1,14,57,145,0.9946666666666668,0.945
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,4,1,14,212,79,0.9373333333333332,0.9953333333333332
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,4,1,14,155,218,0.941,0.918142857142857
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,4,1,15,36,36,0.9962,0.9962
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,4,1,15,144,174,0.9358823529411766,0.95025
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,4,1,15,58,141,0.9956666666666668,0.9196153846153846
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,4,1,15,ILde,80,0.9647777777777776,0.997
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,4,1,15,155,219,0.941,0.916
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,4,1,16,15,1420,0.91975,0.92275
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,4,1,16,439,37,0.995875,0.98675
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,4,1,16,144,173,0.9358823529411766,0.957125
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,4,1,16,59,185,0.9956666666666668,0.9352666666666668
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,4,1,16,267,81,0.9545714285714284,0.92
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,4,1,16,155,226,0.941,0.9854
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,4,1,17,16,166,0.9195,0.9542857142857144
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,4,1,17,268,38,0.9418571428571428,0.993
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,4,1,17,60,145,0.995,0.945
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,4,1,17,263,82,0.9952857142857142,0.997
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,4,1,17,163,25,0.9673076923076922,0.98925
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,4,1,18,17,166,0.919,0.9542857142857144
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,4,1,18,266,39,0.9674285714285712,0.99575
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,4,1,18,141,66,0.9196153846153846,0.99075
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,4,1,18,61,145,0.91875,0.945
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,4,1,18,262,83,0.961,0.99625
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,4,1,18,163,28,0.9673076923076922,0.98675
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,4,1,19,18,166,0.92,0.9542857142857144
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,4,1,19,269,40,0.9966666666666666,0.9956666666666668
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,4,1,19,142,381,0.9359285714285712,0.95475
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,4,1,19,62,156,0.9956666666666668,0.9442307692307692
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,4,1,19,4Lde,84,0.9873684210526312,0.99575
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,4,1,19,142,186,0.9359285714285712,0.9082857142857144
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,4,1,20,19,144,0.91975,0.9358823529411766
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,4,1,20,321,41,0.952875,0.9338
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,4,1,20,63,156,0.995,0.9442307692307692
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,4,1,20,445,85,0.953,0.9883333333333332
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,4,1,20,142,396,0.9359285714285712,0.9953333333333334
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,4,1,21,20,144,0.9945,0.9358823529411766
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,4,1,21,320,42,0.9506666666666668,0.99575
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,4,1,21,146,77,0.901818181818182,0.9943333333333332
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,4,1,21,64,184,0.995,0.9512222222222222
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,4,1,21,429,86,0.9821428571428572,0.996
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,4,1,21,166,93,0.9542857142857144,0.99525
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,4,1,22,21,145,0.91875,0.945
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,4,1,22,90,43,0.992,0.9953999999999998
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,4,1,22,163,3/6,0.9673076923076922,0.9787
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,4,1,22,65,185,0.996,0.9352666666666668
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,4,1,22,27,87,0.95725,0.95825
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,4,1,22,157,264,0.9400588235294116,0.9732857142857144
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,5,1,1,,105-A,1.0,0.910777777777778
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,5,1,1,87,22,0.9714,0.98
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,5,1,1,146,258,0.953888888888889,0.986375
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,5,1,1,44,146,0.997,0.953888888888889
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,5,1,1,1/8,66,0.941,0.991
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,5,1,1,145 -,392,0.9494666666666663,0.9822222222222222
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,5,1,2,1,141,0.996,0.9030625
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,5,1,2,416,23,0.98625,0.97975
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,5,1,2,146,5,0.953888888888889,0.989
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,5,1,2,45,144,0.9902,0.9932307692307693
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,5,1,2,16,67,0.99325,0.992
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,5,1,2,157,316,0.941,0.9795714285714286
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,5,1,3,2,185,0.9645,0.9662666666666666
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,5,1,3,400,24,0.99775,0.984
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,5,1,3,146,4,0.953888888888889,0.997
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,5,1,3,46,146,0.9812,0.953888888888889
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,5,1,3,22,68,0.98,0.9926666666666666
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,5,1,3,157,3/7/317,0.941,0.9468461538461536
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,5,1,4,3,"185,",0.993,0.9583749999999998
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,5,1,4,145,209.,0.9933333333333332,0.9686
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,5,1,4,47,155.,0.9965,0.9072222222222222
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,5,1,4,389,69,0.996,0.993
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,5,1,5,4,156,0.997,0.9515384615384616
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,5,1,5,410,26,0.9956666666666668,0.97775
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,5,1,5,156,308,0.9515384615384616,0.995
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,5,1,5,48,144,0.9834,0.9932307692307693
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,5,1,5,15,70,0.934,0.996
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,5,1,5,156,36,0.9515384615384616,0.99325
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,5,1,6,5,154,0.989,0.9293333333333336
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,5,1,6,409,27,0.9948,0.98
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,5,1,6,156,307,0.9515384615384616,0.97975
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,5,1,6,49,144,0.99675,0.9932307692307693
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,5,1,6,48,71,0.9834,0.9956666666666668
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,5,1,6,143,383,0.9924285714285712,0.9832
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,5,1,7,6,14.6,0.985,0.9886666666666666
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,5,1,7,158,28,0.9271111111111112,0.98075
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,5,1,7,141,190,0.9030625,0.9945
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,5,1,7,50,142,0.9916666666666668,0.9914285714285712
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,5,1,7,420,72,0.9877142857142855,0.98025
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,5,1,7,143,334,0.9924285714285712,0.9895714285714288
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,5,1,8,7,144,0.995,0.9932307692307693
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,5,1,8,520,29,0.986625,0.9832
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,5,1,8,142,237,0.9914285714285712,0.9865714285714284
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,5,1,8,51,142,0.99275,0.9914285714285712
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,5,1,8,$21,73,0.9602,0.9943333333333334
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,5,1,8,146,84,0.953888888888889,0.9644
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,5,1,9,8,144,0.996,0.9932307692307693
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,5,1,9,319,30,0.963,0.994
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,5,1,9,52,142,0.9831666666666666,0.9914285714285712
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,5,1,9,549,74,0.9865,0.9965
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,5,1,9,146,33,0.953888888888889,0.9916666666666668
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,5,1,10,9,184,0.997,0.9333076923076924
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,5,1,10,11,31,0.9823333333333334,0.9953333333333332
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,5,1,10,,87,1.0,0.9714
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,5,1,10,53,142,0.992,0.9914285714285712
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,5,1,10,548,75,0.9434444444444444,0.9915
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,5,1,10,144,317,0.9932307692307693,0.9713333333333334
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,5,1,11,10,141,0.997,0.9030625
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,5,1,11,165,32,0.99275,0.97975
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,5,1,11,141,85,0.9030625,0.9896
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,5,1,11,54,185,0.9938,0.9662666666666666
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,5,1,11,46,76,0.9812,0.9923333333333332
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,5,1,11,141,392,0.9030625,0.9822222222222222
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,5,1,12,11,142,0.9823333333333334,0.9914285714285712
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,5,1,12,203,33,0.9768,0.9916666666666668
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,5,1,12,141,413,0.9030625,0.9865714285714284
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,5,1,12,55,141,0.991,0.9030625
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,5,1,12,212,77,0.9831666666666666,0.989
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,5,1,12,157,585,0.941,0.9887142857142858
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,5,1,13,12,142,0.9805,0.9914285714285712
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,5,1,13,204,34,0.9861666666666666,0.99625
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,5,1,13,185,105,0.9662666666666666,0.9862
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,5,1,13,56,141,0.99,0.9030625
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,5,1,13,213,78,0.9771428571428572,0.9943333333333334
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,5,1,13,157,586,0.941,0.9515
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,5,1,14,13,184,0.9956666666666668,0.9333076923076924
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,5,1,14,353,35,0.993,0.992
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,5,1,14,185,158,0.9662666666666666,0.9271111111111112
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,5,1,14,57,141,0.99225,0.9030625
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,5,1,14,2/4,79,0.9451818181818182,0.9966666666666668
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,5,1,14,184,93,0.9333076923076924,0.995
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,5,1,15,14,143,0.99675,0.9924285714285712
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,5,1,15,257,36,0.985375,0.99325
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,5,1,15,185,100,0.9662666666666666,0.9143333333333332
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,5,1,15,58,163,0.99275,0.993
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,5,1,15,335,80,0.9924285714285714,0.9965
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,5,1,15,184,94,0.9333076923076924,0.995
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,5,1,16,15,143,0.934,0.9924285714285712
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,5,1,16,259,37,0.986625,0.994
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,5,1,16,157,401,0.941,0.9856
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,5,1,16,59,184,0.993,0.9333076923076924
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,5,1,16,111,81,0.94025,0.9956666666666668
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,5,1,16,185,92,0.9662666666666666,0.98025
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,5,1,17,16,143,0.99325,0.9924285714285712
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,5,1,17,29,38,0.9832,0.9953333333333332
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,5,1,17,141,417,0.9030625,0.9675714285714286
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,5,1,17,60,,0.991,1.0
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,5,1,17,52,82,0.9831666666666666,0.97975
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,5,1,17,145,247,0.9933333333333332,0.988625
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,5,1,18,17,155,0.9963333333333332,0.95
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,5,1,18,18.,39,0.91975,0.9946666666666668
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,5,1,18,146,392,0.953888888888889,0.9822222222222222
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,5,1,18,61,144,0.9913333333333332,0.9932307692307693
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,5,1,18,494,83,0.995,0.9953333333333332
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,5,1,18,145,246,0.9933333333333332,0.9807777777777776
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,5,1,19,18,145,0.995,0.9933333333333332
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,5,1,19,393,40,0.9908,0.9973333333333332
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,5,1,19,143,373,0.9924285714285712,0.995
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,5,1,19,62,144,0.977,0.9932307692307693
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,5,1,19,496,84,0.9601666666666668,0.9644
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,5,1,19,163,103,0.993,0.95775
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,5,1,20,19,185,0.997,0.9662666666666666
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,5,1,20,364,41,0.99475,0.99625
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,5,1,20,143,372,0.9924285714285712,0.986
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,5,1,20,63,146,0.9916666666666668,0.953888888888889
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,5,1,20,426,85,0.95,0.9896
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,5,1,20,141,411.,0.9030625,0.9175714285714286
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,5,1,21,20,163,0.9756666666666668,0.993
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,5,1,21,184,42,0.9333076923076924,0.984
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,5,1,21,143,371.,0.9924285714285712,0.9411666666666668
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,5,1,21,64,146,0.994,0.953888888888889
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,5,1,21,156,86,0.9515384615384616,0.97475
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,5,1,22,21,16.3,0.9805,0.9333333333333336
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,5,1,22,185,43,0.9662666666666666,0.9955
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,5,1,22,65,146,0.98975,0.953888888888889
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,5,1,22,155,87,0.95,0.9714
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,5,1,22,166,466,0.9928333333333332,0.9858571428571428
985b90db-6616-4d3c-aed7-6c306991625e,1,1,1,ex:,105-A,0.9775,0.9375714285714284
985b90db-6616-4d3c-aed7-6c306991625e,1,1,1,87,22,0.99125,0.994
985b90db-6616-4d3c-aed7-6c306991625e,1,1,1,173,82,0.9585555555555554,0.996
985b90db-6616-4d3c-aed7-6c306991625e,1,1,1,44,132,0.966,0.9308
985b90db-6616-4d3c-aed7-6c306991625e,1,1,1,220,66,0.9785,0.9733333333333332
985b90db-6616-4d3c-aed7-6c306991625e,1,1,1,133,216,0.9831,0.9348333333333332
985b90db-6616-4d3c-aed7-6c306991625e,1,1,2,1,137,0.997,0.949076923076923
985b90db-6616-4d3c-aed7-6c306991625e,1,1,2,190,23,0.993,0.996
985b90db-6616-4d3c-aed7-6c306991625e,1,1,2,140,330,0.984,0.996
985b90db-6616-4d3c-aed7-6c306991625e,1,1,2,45,133,0.99625,0.9831
985b90db-6616-4d3c-aed7-6c306991625e,1,1,2,355,67,0.995,0.9963333333333332
985b90db-6616-4d3c-aed7-6c306991625e,1,1,2,139,252,0.9319090909090908,0.9934
985b90db-6616-4d3c-aed7-6c306991625e,1,1,3,2,139,0.997,0.9319090909090908
985b90db-6616-4d3c-aed7-6c306991625e,1,1,3,136,120,0.9255,0.9736666666666668
985b90db-6616-4d3c-aed7-6c306991625e,1,1,3,46,148,0.996,0.992
985b90db-6616-4d3c-aed7-6c306991625e,1,1,3,193,68,0.9962,0.9953333333333332
985b90db-6616-4d3c-aed7-6c306991625e,1,1,3,139,253,0.9319090909090908,0.9945
985b90db-6616-4d3c-aed7-6c306991625e,1,1,4,38,25,0.996,0.9953333333333334
985b90db-6616-4d3c-aed7-6c306991625e,1,1,4,136,121,0.9255,0.98
985b90db-6616-4d3c-aed7-6c306991625e,1,1,4,47,77,0.996,0.9955
985b90db-6616-4d3c-aed7-6c306991625e,1,1,4,314,69,0.9816666666666666,0.996
985b90db-6616-4d3c-aed7-6c306991625e,1,1,4,177,270,0.9576999999999998,0.933375
985b90db-6616-4d3c-aed7-6c306991625e,1,1,5,4,133,0.997,0.9831
985b90db-6616-4d3c-aed7-6c306991625e,1,1,5,150,163,0.9617272727272728,0.9847142857142857
985b90db-6616-4d3c-aed7-6c306991625e,1,1,5,48,140,0.9966666666666668,0.984
985b90db-6616-4d3c-aed7-6c306991625e,1,1,5,358,70,0.995,0.9965
985b90db-6616-4d3c-aed7-6c306991625e,1,1,5,177,269,0.9576999999999998,0.996
985b90db-6616-4d3c-aed7-6c306991625e,1,1,6,5,133,0.995,0.9831
985b90db-6616-4d3c-aed7-6c306991625e,1,1,6,46,27,0.996,0.908
