documentId,pageNumber,tableId,row,left_content,right_content,left_confidence,right_confidence
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,1,1,10,132,347,0.9308,0.95125
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,1,1,11,10,137,0.9975,0.949076923076923
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,1,1,11,191,32,0.98325,0.9956666666666668
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,1,1,11,137,283,0.949076923076923,0.9961666666666668
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,1,1,11,54,136,0.9843333333333332,0.9255
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,1,1,11,181,76,0.99,0.9963333333333332
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,1,1,11,148,486,0.992,0.996
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,1,1,12,107,33,0.95675,0.9955
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,1,1,12,140,42,0.984,0.99475
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,1,1,12,55,134,0.9935,0.9599230769230768
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,1,1,12,148,408,0.992,0.99425
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,1,1,13,12,134,0.9906666666666668,0.9599230769230768
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,1,1,13,285,34,0.9955,0.907
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,1,1,13,132,138,0.9308,0.951375
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,1,1,13,305,78,0.9805,0.9963333333333332
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,1,1,13,134,323,0.9599230769230768,0.962
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,1,1,14,13,34,0.996,0.907
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,1,1,14,286,35,0.9963333333333332,0.995
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,1,1,14,132,136.,0.9308,0.9205294117647058
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,1,1,14,57,136,0.996,0.9255
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,1,1,14,306,79,0.98825,0.9946666666666668
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,1,1,14,148,407,0.992,0.99575
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,1,1,15,14,137,0.997,0.949076923076923
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,1,1,15,148,53,0.992,0.99525
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,1,1,15,58,148,0.996,0.992
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,1,1,15,164,80,0.9856666666666668,0.9965
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,1,1,15,136,372,0.9255,0.993
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,1,1,16,277,37,0.9318333333333332,0.9953333333333332
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,1,1,16,59,132,0.9943333333333334,0.9308
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,1,1,16,132,262,0.9308,0.9965
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,1,1,17,16,132,0.9966666666666666,0.9308
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,1,1,17,343,38,0.9361666666666668,0.996
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,1,1,17,60,132,0.995,0.9308
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,1,1,17,163,82,0.9847142857142857,0.996
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,1,1,17,132,270,0.9308,0.933375
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,1,1,18,17,132,0.9966666666666666,0.9308
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,1,1,18,150,400,0.9617272727272728,0.996
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,1,1,18,61,173,0.9963333333333332,0.9585555555555554
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,1,1,18,385,83,0.9951428571428572,0.995
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,1,1,18,135,152,0.990375,0.99
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,1,1,19,18,140,0.9966666666666666,0.984
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,1,1,19,249,40,0.9947142857142856,0.997
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,1,1,19,150,101,0.9617272727272728,0.9793333333333334
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,1,1,19,62,123,0.9966666666666666,0.9523333333333334
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,1,1,19,24,84,0.997,0.99
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,1,1,19,135,151,0.990375,0.9788333333333332
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,1,1,20,19,137,0.9966666666666668,0.949076923076923
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,1,1,20,27,41,0.908,0.997
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,1,1,20,136,373,0.9255,0.9896
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,1,1,20,63,173,0.9953333333333332,0.9585555555555554
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,1,1,20,289,85,0.9754000000000002,0.9946666666666668
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,1,1,20,176,29/,0.9858571428571428,0.9679999999999996
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,1,1,21,20,177,0.9746666666666668,0.9576999999999998
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,1,1,21,20,42,0.9746666666666668,0.99475
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,1,1,21,134,274,0.9599230769230768,0.9455714285714284
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,1,1,21,64,133,0.9966666666666666,0.9831
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,1,1,21,210,86,0.984,0.996
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,1,1,21,176,293,0.9858571428571428,0.9946
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,1,1,22,21,177 -,0.9973333333333332,0.935153846153846
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,1,1,22,134,273,0.9599230769230768,0.9345714285714284
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,1,1,22,65,133,0.9946666666666668,0.9831
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,1,1,22,212.,87,0.9778,0.99125
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,1,1,22,136,339,0.9255,0.9072857142857144
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,2,1,1,87,22,0.9915,0.9805
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,2,1,1,177,201,0.9797692307692308,0.9853333333333332
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,2,1,1,44,173,0.996,0.9788333333333332
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,2,1,1,162,66,0.9846666666666666,0.958
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,2,1,2,1,136,0.962,0.9771818181818184
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,2,1,2,380,23,0.9958333333333332,0.9962
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,2,1,2,177,202,0.9797692307692308,0.981
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,2,1,2,45,173,0.996,0.9788333333333332
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,2,1,2,176,386,0.9633529411764704,0.9954999999999998
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,2,1,3,2,136,0.997,0.9771818181818184
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,2,1,3,382,24,0.995142857142857,0.9973333333333332
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,2,1,3,133,217,0.971,0.977
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,2,1,3,46,177,0.9956666666666668,0.9797692307692308
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,2,1,3,444,68,0.9964,0.9945
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,2,1,4,161,25,0.9701666666666666,0.9955
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,2,1,4,176,46,0.9633529411764704,0.9956666666666668
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,2,1,4,47,177,0.9956666666666668,0.9797692307692308
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,2,1,4,445,69,0.9958571428571428,0.9926666666666666
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,2,1,4,132,200,0.97275,0.99775
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,2,1,5,4,137,0.997,0.9511666666666668
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,2,1,5,101,26,0.9695,0.997
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,2,1,5,176,45,0.9633529411764704,0.996
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,2,1,5,48,177,0.9966666666666668,0.9797692307692308
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,2,1,5,44,70,0.996,0.911
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,2,1,6,,134,1.0,0.9578666666666666
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,2,1,6,292,27,0.9816666666666666,0.9963333333333332
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,2,1,6,176,44,0.9633529411764704,0.996
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,2,1,6,49,150,0.9926666666666666,0.949625
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,2,1,6,267,71,0.9965,0.98
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,2,1,7,,134,1.0,0.9578666666666666
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,2,1,7,289,28,0.994,0.997
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,2,1,7,"150""",182,0.9187058823529411,0.9854285714285714
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,2,1,7,50,150,0.9675,0.949625
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,2,1,7,268,72,0.995,0.9963333333333332
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,2,1,7,177,397,0.9797692307692308,0.9876666666666668
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,2,1,8,7,"1,40",0.995,0.9672
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,2,1,8,148,283,0.9314666666666668,0.9965714285714288
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,2,1,8,51,150,0.9736666666666666,0.949625
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,2,1,8,223,73,0.9918571428571428,0.99525
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,2,1,8,138,253.,0.9874444444444443,0.982
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,2,1,9,403,30,0.993,0.9953333333333332
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,2,1,9,148,282,0.9314666666666668,0.9956
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,2,1,9,52,150,0.99,0.949625
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,2,1,9,221,74,0.9643333333333334,0.9875
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,2,1,9,173,160,0.9788333333333332,0.9796666666666668
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,2,1,10,9,183,0.984,0.986
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,2,1,10,176,31,0.9633529411764704,0.982
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,2,1,10,53,139,0.9946666666666668,0.982857142857143
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,2,1,10,381,75,0.98575,0.996
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,2,1,10,139,69,0.982857142857143,0.9926666666666666
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,2,1,11,10,136,0.9713333333333334,0.9771818181818184
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,2,1,11,297,32,0.9915,0.9558
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,2,1,11,137,150,0.9511666666666668,0.949625
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,2,1,11,54,148,0.9965,0.9314666666666668
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,2,1,11,237,76,0.9492222222222224,0.989
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,2,1,11,139,70,0.982857142857143,0.911
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,2,1,12,11,136,0.973,0.9771818181818184
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,2,1,12,298.,33,0.9695,0.994
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,2,1,12,132,242,0.97275,0.997
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,2,1,12,55,150,0.997,0.949625
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,2,1,12,233,77,0.9955,0.978
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,2,1,12,176,"377,",0.9633529411764704,0.9074285714285714
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,2,1,13,12,138,0.979,0.9874444444444443
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,2,1,13,173,34,0.9788333333333332,0.9816
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,2,1,13,135,309,0.973,0.9932
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,2,1,13,56,139,0.995,0.982857142857143
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,2,1,13,392,78,0.9931666666666666,0.996
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,2,1,13,148,306,0.9314666666666668,0.98625
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,2,1,14,13,17.3,0.9822,0.9147142857142858
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,2,1,14,57,139,0.995,0.982857142857143
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,2,1,14,428,79,0.984,0.963
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,2,1,14,148,307,0.9314666666666668,0.9944
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,2,1,15,176,177,0.9633529411764704,0.9797692307692308
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,2,1,15,58,132,0.9965,0.97275
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,2,1,15,50,80,0.9675,0.9965
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,2,1,15,1.34,15.,0.96275,0.97075
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,2,1,16,15,139,0.9733333333333332,0.982857142857143
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,2,1,16,420,37,0.997,0.9112
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,2,1,16,176,17b.,0.9633529411764704,0.9288
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,2,1,16,59,1.76,0.991,0.9158000000000002
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,2,1,17,413,38,0.9865,0.99475
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,2,1,17,135,34,0.973,0.9816
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,2,1,17,60,176,0.965,0.9633529411764704
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,2,1,17,318,82,0.985375,0.995
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,2,1,17,148,196,0.9314666666666668,0.9766
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,2,1,18,17,134,0.979,0.9578666666666666
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,2,1,18,,314,1.0,0.911818181818182
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,2,1,18,39,133,0.99175,0.971
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,2,1,18,207.,61,0.9736,0.9733333333333332
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,2,1,18,139,388.,0.982857142857143,0.9482
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,2,1,18,83,176,0.9955,0.9633529411764704
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,2,1,19,18,134,0.9785,0.9578666666666666
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,2,1,19,,315,1.0,0.959
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,2,1,19,40,133,0.997,0.971
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,2,1,19,208.,62,0.966,0.997
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,2,1,19,150,107,0.949625,0.9408
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,2,1,19,84,176,0.9963333333333332,0.9633529411764704
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,2,1,20,19,134,0.97625,0.9578666666666666
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,2,1,20,,312,1.0,0.985125
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,2,1,20,41,173,0.97925,0.9788333333333332
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,2,1,20,161,63,0.9701666666666666,0.9953333333333332
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,2,1,20,150,350,0.949625,0.9865
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,2,1,20,85,132,0.9945,0.97275
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,2,1,21,20,134,0.998,0.9578666666666666
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,2,1,21,313,42,0.966,0.997
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,2,1,21,135,349,0.973,0.9856250000000002
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,2,1,21,64,150,0.995,0.949625
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,2,1,21,351,86,0.973,0.9965
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,2,1,21,150,389,0.949625,0.9935
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,2,1,22,21,137,0.97925,0.9511666666666668
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,2,1,22,71,43,0.98,0.9955
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,2,1,22,135,347,0.973,0.98275
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,2,1,22,65,150,0.997,0.949625
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,2,1,22,349.,87,0.9805555555555556,0.9915
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,2,1,22,176,341,0.9633529411764704,0.9803333333333334
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,3,1,1,87.,22,0.94575,0.931
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,3,1,2,444,23,0.983,0.9854
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,3,1,4,286,25,0.9728333333333332,0.98
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,3,1,4,47,196,0.9795,0.9058235294117646
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,3,1,5,332,26,0.9784285714285714,0.9723333333333332
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,3,1,5,48,196,0.9633333333333334,0.9058235294117646
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,3,1,6,49,196,0.9846666666666668,0.9058235294117646
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,3,1,7,252,28,0.9794,0.9586666666666668
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,3,1,11,78,32,0.9656666666666666,0.987
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,3,1,12,230,33,0.98325,0.97675
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,3,1,13,350,34,0.9947142857142856,0.9898
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,3,1,14,57,196,0.9965,0.9058235294117646
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,3,1,15,58,196,0.9746666666666668,0.9058235294117646
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,3,1,16,59,196,0.996,0.9058235294117646
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,3,1,18,222,39,0.94775,0.9966000000000002
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,3,1,21,20,196,0.9725,0.9058235294117646
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,3,1,21,459,42,0.9888333333333332,0.9686666666666666
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,3,1,22,458,43,0.9781666666666666,0.9898
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,3,1,22,65,,0.9893333333333332,1.0
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,4,1,1,ex:,105A,0.995,0.914
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,4,1,1,144,202,0.9358823529411766,0.9956666666666668
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,4,1,1,44,163,0.994,0.9673076923076922
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,4,1,1,433,66,0.9954285714285714,0.99075
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,4,1,1,185,268,0.9352666666666668,0.9418571428571428
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,4,1,2,283.,23,0.983,0.99625
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,4,1,2,144,200,0.9358823529411766,0.9946666666666668
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,4,1,2,45,155,0.99525,0.941
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,4,1,2,4,67,0.9945,0.9946666666666668
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,4,1,2,157,548,0.9400588235294116,0.934625
