DocumentId,Riding,PageNumber,TableIndex,FULL_PD,FULL_PD_cleaned,SEQUENCE_NUMBER,SEQUENCE_NUMBER_cleaned,ED_CODE
563d4203-d626-4626-9f14-83dba55738ef,Unknown,4,1,155,155,218,218,35023
563d4203-d626-4626-9f14-83dba55738ef,Unknown,4,1,155,155,219,219,35023
563d4203-d626-4626-9f14-83dba55738ef,Unknown,4,1,155,155,226,226,35023
563d4203-d626-4626-9f14-83dba55738ef,Unknown,4,1,163,163,25,25,35023
563d4203-d626-4626-9f14-83dba55738ef,Unknown,4,1,163,163,28,28,35023
563d4203-d626-4626-9f14-83dba55738ef,Unknown,4,1,142,142,186,186,35023
563d4203-d626-4626-9f14-83dba55738ef,Unknown,4,1,142,142,396,396,35023
563d4203-d626-4626-9f14-83dba55738ef,Unknown,4,1,166,166,93,93,35023
563d4203-d626-4626-9f14-83dba55738ef,Unknown,4,1,157,157,264,264,35023
563d4203-d626-4626-9f14-83dba55738ef,Unknown,5,1,145 -,145,392,392,35023
563d4203-d626-4626-9f14-83dba55738ef,Unknown,5,1,157,157,316,316,35023
563d4203-d626-4626-9f14-83dba55738ef,Unknown,5,1,157,157,3/7/317,37317,35023
563d4203-d626-4626-9f14-83dba55738ef,Unknown,5,1,163,163,15.9,159,35023
563d4203-d626-4626-9f14-83dba55738ef,Unknown,5,1,156,156,36,36,35023
563d4203-d626-4626-9f14-83dba55738ef,Unknown,5,1,143,143,383,383,35023
563d4203-d626-4626-9f14-83dba55738ef,Unknown,5,1,143,143,334,334,35023
563d4203-d626-4626-9f14-83dba55738ef,Unknown,5,1,146,146,84,84,35023
563d4203-d626-4626-9f14-83dba55738ef,Unknown,5,1,146,146,33,33,35023
563d4203-d626-4626-9f14-83dba55738ef,Unknown,5,1,144,144,317,317,35023
563d4203-d626-4626-9f14-83dba55738ef,Unknown,5,1,141,141,392,392,35023
563d4203-d626-4626-9f14-83dba55738ef,Unknown,5,1,157,157,585,585,35023
563d4203-d626-4626-9f14-83dba55738ef,Unknown,5,1,157,157,586,586,35023
563d4203-d626-4626-9f14-83dba55738ef,Unknown,5,1,184,184,93,93,35023
563d4203-d626-4626-9f14-83dba55738ef,Unknown,5,1,184,184,94,94,35023
563d4203-d626-4626-9f14-83dba55738ef,Unknown,5,1,185,185,92,92,35023
563d4203-d626-4626-9f14-83dba55738ef,Unknown,5,1,145,145,247,247,35023
563d4203-d626-4626-9f14-83dba55738ef,Unknown,5,1,145,145,246,246,35023
563d4203-d626-4626-9f14-83dba55738ef,Unknown,5,1,163,163,103,103,35023
563d4203-d626-4626-9f14-83dba55738ef,Unknown,5,1,141,141,411.,411,35023
563d4203-d626-4626-9f14-83dba55738ef,Unknown,5,1,157,157,29.,29,35023
563d4203-d626-4626-9f14-83dba55738ef,Unknown,5,1,166,166,466,466,35023
