id,documentId,pageNumber,tableId,row,column,content,originalContent,cleanedContent,confidence,status,reviewerId,reviewedAt,updatedAt,_rid,_self,_etag,_attachments,_ts,blobName,riding
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028_page1_table1_row1_col2,4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,1,1,1,2,87,87,87,0.99125,approved,,,2025-04-28T10:27:39Z,6ookALMJiOIPAAAAAAAAAA==,dbs/6ookAA==/colls/6ookALMJiOI=/docs/6ookALMJiOIPAAAAAAAAAA==/,"""00009712-0000-0a00-0000-680f581b0000""",attachments/,1745836059,,
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028_page1_table1_row1_col3,4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,1,1,1,3,22,22,22,0.994,approved,,,2025-04-28T10:27:39Z,6ookALMJiOIQAAAAAAAAAA==,dbs/6ookAA==/colls/6ookALMJiOI=/docs/6ookALMJiOIQAAAAAAAAAA==/,"""00009812-0000-0a00-0000-680f581b0000""",attachments/,1745836059,,
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028_page1_table1_row1_col4,4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,1,1,1,4,173,173,173,0.9585555555555554,approved,,,2025-04-28T10:27:39Z,6ookALMJiOIRAAAAAAAAAA==,dbs/6ookAA==/colls/6ookALMJiOI=/docs/6ookALMJiOIRAAAAAAAAAA==/,"""00009912-0000-0a00-0000-680f581c0000""",attachments/,1745836060,,
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028_page1_table1_row1_col5,4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,1,1,1,5,82,82,82,0.996,approved,,,2025-04-28T10:27:39Z,6ookALMJiOISAAAAAAAAAA==,dbs/6ookAA==/colls/6ookALMJiOI=/docs/6ookALMJiOISAAAAAAAAAA==/,"""00009a12-0000-0a00-0000-680f581c0000""",attachments/,1745836060,,
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028_page1_table1_row1_col6,4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,1,1,1,6,44,44,44,0.966,approved,,,2025-04-28T10:27:39Z,6ookALMJiOITAAAAAAAAAA==,dbs/6ookAA==/colls/6ookALMJiOI=/docs/6ookALMJiOITAAAAAAAAAA==/,"""00009b12-0000-0a00-0000-680f581c0000""",attachments/,1745836060,,
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028_page1_table1_row1_col7,4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,1,1,1,7,132,132,132,0.9308,approved,,,2025-04-28T10:27:39Z,6ookALMJiOIUAAAAAAAAAA==,dbs/6ookAA==/colls/6ookALMJiOI=/docs/6ookALMJiOIUAAAAAAAAAA==/,"""00009c12-0000-0a00-0000-680f581c0000""",attachments/,1745836060,,
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028_page1_table1_row1_col8,4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,1,1,1,8,220,220,220,0.9785,approved,,,2025-04-28T10:27:40Z,6ookALMJiOIVAAAAAAAAAA==,dbs/6ookAA==/colls/6ookALMJiOI=/docs/6ookALMJiOIVAAAAAAAAAA==/,"""00009d12-0000-0a00-0000-680f581c0000""",attachments/,1745836060,,
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028_page1_table1_row1_col9,4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,1,1,1,9,66,66,66,0.9733333333333333,approved,,,2025-04-28T10:27:40Z,6ookALMJiOIWAAAAAAAAAA==,dbs/6ookAA==/colls/6ookALMJiOI=/docs/6ookALMJiOIWAAAAAAAAAA==/,"""00009e12-0000-0a00-0000-680f581c0000""",attachments/,1745836060,,
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028_page1_table1_row1_col10,4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,1,1,1,10,133,133,133,0.9831,approved,,,2025-04-28T10:27:40Z,6ookALMJiOIXAAAAAAAAAA==,dbs/6ookAA==/colls/6ookALMJiOI=/docs/6ookALMJiOIXAAAAAAAAAA==/,"""00009f12-0000-0a00-0000-680f581c0000""",attachments/,1745836060,,
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028_page1_table1_row1_col11,4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,1,1,1,11,216,216,216,0.9348333333333333,approved,,,2025-04-28T10:27:40Z,6ookALMJiOIYAAAAAAAAAA==,dbs/6ookAA==/colls/6ookALMJiOI=/docs/6ookALMJiOIYAAAAAAAAAA==/,"""0000a012-0000-0a00-0000-680f581c0000""",attachments/,1745836060,,
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028_page1_table1_row2_col0,4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,1,1,2,0,1,1,1,0.997,approved,,,2025-04-28T10:27:40Z,6ookALMJiOIZAAAAAAAAAA==,dbs/6ookAA==/colls/6ookALMJiOI=/docs/6ookALMJiOIZAAAAAAAAAA==/,"""0000a112-0000-0a00-0000-680f581c0000""",attachments/,1745836060,,
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028_page1_table1_row2_col1,4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,1,1,2,1,137,137,137,0.949076923076923,approved,,,2025-04-28T10:27:40Z,6ookALMJiOIaAAAAAAAAAA==,dbs/6ookAA==/colls/6ookALMJiOI=/docs/6ookALMJiOIaAAAAAAAAAA==/,"""0000a212-0000-0a00-0000-680f581c0000""",attachments/,1745836060,,
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028_page1_table1_row2_col2,4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,1,1,2,2,190,190,190,0.9930000000000001,approved,,,2025-04-28T10:27:40Z,6ookALMJiOIbAAAAAAAAAA==,dbs/6ookAA==/colls/6ookALMJiOI=/docs/6ookALMJiOIbAAAAAAAAAA==/,"""0000a312-0000-0a00-0000-680f581c0000""",attachments/,1745836060,,
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028_page1_table1_row2_col3,4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,1,1,2,3,23,23,23,0.996,approved,,,2025-04-28T10:27:40Z,6ookALMJiOIcAAAAAAAAAA==,dbs/6ookAA==/colls/6ookALMJiOI=/docs/6ookALMJiOIcAAAAAAAAAA==/,"""0000a412-0000-0a00-0000-680f581c0000""",attachments/,1745836060,,
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028_page1_table1_row2_col4,4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,1,1,2,4,140,140,140,0.984,approved,,,2025-04-28T10:27:40Z,6ookALMJiOIdAAAAAAAAAA==,dbs/6ookAA==/colls/6ookALMJiOI=/docs/6ookALMJiOIdAAAAAAAAAA==/,"""0000a512-0000-0a00-0000-680f581c0000""",attachments/,1745836060,,
