id,documentId,pageNumber,tableId,row,column,content,originalContent,cleanedContent,confidence,status,reviewerId,reviewedAt,updatedAt,_rid,_self,_etag,_attachments,_ts,blobName,riding
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028_page5_table1_row15_col5,4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,5,1,15,5,100,100,100,0.9143333333333333,approved,,,2025-04-28T10:28:34Z,6ookALMJiOLIBAAAAAAAAA==,dbs/6ookAA==/colls/6ookALMJiOI=/docs/6ookALMJiOLIBAAAAAAAAA==/,"""00005017-0000-0a00-0000-680f58520000""",attachments/,1745836114,,
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028_page5_table1_row15_col6,4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,5,1,15,6,58,58,58,0.99275,approved,,,2025-04-28T10:28:34Z,6ookALMJiOLJBAAAAAAAAA==,dbs/6ookAA==/colls/6ookALMJiOI=/docs/6ookALMJiOLJBAAAAAAAAA==/,"""00005117-0000-0a00-0000-680f58520000""",attachments/,1745836114,,
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028_page5_table1_row15_col7,4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,5,1,15,7,163,163,163,0.993,approved,,,2025-04-28T10:28:34Z,6ookALMJiOLKBAAAAAAAAA==,dbs/6ookAA==/colls/6ookALMJiOI=/docs/6ookALMJiOLKBAAAAAAAAA==/,"""00005217-0000-0a00-0000-680f58520000""",attachments/,1745836114,,
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028_page5_table1_row15_col8,4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,5,1,15,8,335,335,335,0.9924285714285714,approved,,,2025-04-28T10:28:34Z,6ookALMJiOLLBAAAAAAAAA==,dbs/6ookAA==/colls/6ookALMJiOI=/docs/6ookALMJiOLLBAAAAAAAAA==/,"""00005317-0000-0a00-0000-680f58520000""",attachments/,1745836114,,
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028_page5_table1_row15_col9,4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,5,1,15,9,80,80,80,0.9964999999999999,approved,,,2025-04-28T10:28:34Z,6ookALMJiOLMBAAAAAAAAA==,dbs/6ookAA==/colls/6ookALMJiOI=/docs/6ookALMJiOLMBAAAAAAAAA==/,"""00005417-0000-0a00-0000-680f58520000""",attachments/,1745836114,,
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028_page5_table1_row15_col10,4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,5,1,15,10,184,184,184,0.9333076923076923,approved,,,2025-04-28T10:28:34Z,6ookALMJiOLNBAAAAAAAAA==,dbs/6ookAA==/colls/6ookALMJiOI=/docs/6ookALMJiOLNBAAAAAAAAA==/,"""00005517-0000-0a00-0000-680f58520000""",attachments/,1745836114,,
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028_page5_table1_row15_col11,4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,5,1,15,11,94,94,94,0.995,approved,,,2025-04-28T10:28:34Z,6ookALMJiOLOBAAAAAAAAA==,dbs/6ookAA==/colls/6ookALMJiOI=/docs/6ookALMJiOLOBAAAAAAAAA==/,"""00005617-0000-0a00-0000-680f58520000""",attachments/,1745836114,,
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028_page5_table1_row16_col0,4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,5,1,16,0,15,15,15,0.9339999999999999,approved,,,2025-04-28T10:28:34Z,6ookALMJiOLPBAAAAAAAAA==,dbs/6ookAA==/colls/6ookALMJiOI=/docs/6ookALMJiOLPBAAAAAAAAA==/,"""00005717-0000-0a00-0000-680f58520000""",attachments/,1745836114,,
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028_page5_table1_row16_col1,4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,5,1,16,1,143,143,143,0.9924285714285712,approved,,,2025-04-28T10:28:34Z,6ookALMJiOLQBAAAAAAAAA==,dbs/6ookAA==/colls/6ookALMJiOI=/docs/6ookALMJiOLQBAAAAAAAAA==/,"""00005817-0000-0a00-0000-680f58520000""",attachments/,1745836114,,
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028_page5_table1_row16_col2,4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,5,1,16,2,259,259,259,0.9866250000000001,approved,,,2025-04-28T10:28:34Z,6ookALMJiOLRBAAAAAAAAA==,dbs/6ookAA==/colls/6ookALMJiOI=/docs/6ookALMJiOLRBAAAAAAAAA==/,"""00005917-0000-0a00-0000-680f58520000""",attachments/,1745836114,,
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028_page5_table1_row16_col3,4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,5,1,16,3,37,37,37,0.9940000000000001,approved,,,2025-04-28T10:28:34Z,6ookALMJiOLSBAAAAAAAAA==,dbs/6ookAA==/colls/6ookALMJiOI=/docs/6ookALMJiOLSBAAAAAAAAA==/,"""00005a17-0000-0a00-0000-680f58520000""",attachments/,1745836114,,
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028_page5_table1_row16_col4,4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,5,1,16,4,157,157,157,0.9410000000000001,approved,,,2025-04-28T10:28:34Z,6ookALMJiOLTBAAAAAAAAA==,dbs/6ookAA==/colls/6ookALMJiOI=/docs/6ookALMJiOLTBAAAAAAAAA==/,"""00005b17-0000-0a00-0000-680f58520000""",attachments/,1745836114,,
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028_page5_table1_row16_col5,4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,5,1,16,5,401,401,401,0.9856,approved,,,2025-04-28T10:28:34Z,6ookALMJiOLUBAAAAAAAAA==,dbs/6ookAA==/colls/6ookALMJiOI=/docs/6ookALMJiOLUBAAAAAAAAA==/,"""00005c17-0000-0a00-0000-680f58520000""",attachments/,1745836114,,
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028_page5_table1_row16_col6,4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,5,1,16,6,59,59,59,0.993,approved,,,2025-04-28T10:28:34Z,6ookALMJiOLVBAAAAAAAAA==,dbs/6ookAA==/colls/6ookALMJiOI=/docs/6ookALMJiOLVBAAAAAAAAA==/,"""00005d17-0000-0a00-0000-680f58520000""",attachments/,1745836114,,
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028_page5_table1_row16_col7,4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,5,1,16,7,184,184,184,0.9333076923076923,approved,,,2025-04-28T10:28:34Z,6ookALMJiOLWBAAAAAAAAA==,dbs/6ookAA==/colls/6ookALMJiOI=/docs/6ookALMJiOLWBAAAAAAAAA==/,"""00005e17-0000-0a00-0000-680f58520000""",attachments/,1745836114,,
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028_page5_table1_row16_col8,4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,5,1,16,8,111,111,111,0.94025,approved,,,2025-04-28T10:28:34Z,6ookALMJiOLXBAAAAAAAAA==,dbs/6ookAA==/colls/6ookALMJiOI=/docs/6ookALMJiOLXBAAAAAAAAA==/,"""00005f17-0000-0a00-0000-680f58520000""",attachments/,1745836114,,
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028_page5_table1_row16_col9,4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,5,1,16,9,81,81,81,0.9956666666666667,approved,,,2025-04-28T10:28:34Z,6ookALMJiOLYBAAAAAAAAA==,dbs/6ookAA==/colls/6ookALMJiOI=/docs/6ookALMJiOLYBAAAAAAAAA==/,"""00006017-0000-0a00-0000-680f58520000""",attachments/,1745836114,,
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028_page5_table1_row16_col10,4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,5,1,16,10,185,185,185,0.9662666666666666,approved,,,2025-04-28T10:28:34Z,6ookALMJiOLZBAAAAAAAAA==,dbs/6ookAA==/colls/6ookALMJiOI=/docs/6ookALMJiOLZBAAAAAAAAA==/,"""00006117-0000-0a00-0000-680f58520000""",attachments/,1745836114,,
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028_page5_table1_row16_col11,4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,5,1,16,11,92,92,92,0.98025,approved,,,2025-04-28T10:28:34Z,6ookALMJiOLaBAAAAAAAAA==,dbs/6ookAA==/colls/6ookALMJiOI=/docs/6ookALMJiOLaBAAAAAAAAA==/,"""00006217-0000-0a00-0000-680f58520000""",attachments/,1745836114,,
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028_page5_table1_row17_col0,4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,5,1,17,0,16,16,16,0.99325,approved,,,2025-04-28T10:28:34Z,6ookALMJiOLbBAAAAAAAAA==,dbs/6ookAA==/colls/6ookALMJiOI=/docs/6ookALMJiOLbBAAAAAAAAA==/,"""00006317-0000-0a00-0000-680f58520000""",attachments/,1745836114,,
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028_page5_table1_row17_col1,4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,5,1,17,1,143,143,143,0.9924285714285712,approved,,,2025-04-28T10:28:34Z,6ookALMJiOLcBAAAAAAAAA==,dbs/6ookAA==/colls/6ookALMJiOI=/docs/6ookALMJiOLcBAAAAAAAAA==/,"""00006417-0000-0a00-0000-680f58520000""",attachments/,1745836114,,
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028_page5_table1_row17_col2,4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,5,1,17,2,29,29,29,0.9832000000000001,approved,,,2025-04-28T10:28:34Z,6ookALMJiOLdBAAAAAAAAA==,dbs/6ookAA==/colls/6ookALMJiOI=/docs/6ookALMJiOLdBAAAAAAAAA==/,"""00006517-0000-0a00-0000-680f58520000""",attachments/,1745836114,,
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028_page5_table1_row17_col3,4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,5,1,17,3,38,38,38,0.9953333333333333,approved,,,2025-04-28T10:28:34Z,6ookALMJiOLeBAAAAAAAAA==,dbs/6ookAA==/colls/6ookALMJiOI=/docs/6ookALMJiOLeBAAAAAAAAA==/,"""00006617-0000-0a00-0000-680f58520000""",attachments/,1745836114,,
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028_page5_table1_row17_col4,4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,5,1,17,4,141,141,141,0.9030625,approved,,,2025-04-28T10:28:34Z,6ookALMJiOLfBAAAAAAAAA==,dbs/6ookAA==/colls/6ookALMJiOI=/docs/6ookALMJiOLfBAAAAAAAAA==/,"""00006717-0000-0a00-0000-680f58520000""",attachments/,1745836114,,
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028_page5_table1_row17_col5,4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,5,1,17,5,417,417,417,0.9675714285714286,approved,,,2025-04-28T10:28:34Z,6ookALMJiOLgBAAAAAAAAA==,dbs/6ookAA==/colls/6ookALMJiOI=/docs/6ookALMJiOLgBAAAAAAAAA==/,"""00006817-0000-0a00-0000-680f58520000""",attachments/,1745836114,,
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028_page5_table1_row17_col6,4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,5,1,17,6,60,60,60,0.991,approved,,,2025-04-28T10:28:34Z,6ookALMJiOLhBAAAAAAAAA==,dbs/6ookAA==/colls/6ookALMJiOI=/docs/6ookALMJiOLhBAAAAAAAAA==/,"""00006917-0000-0a00-0000-680f58520000""",attachments/,1745836114,,
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028_page5_table1_row17_col7,4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,5,1,17,7,,,,1.0,approved,,,2025-04-28T10:28:34Z,6ookALMJiOLiBAAAAAAAAA==,dbs/6ookAA==/colls/6ookALMJiOI=/docs/6ookALMJiOLiBAAAAAAAAA==/,"""00006a17-0000-0a00-0000-680f58520000""",attachments/,1745836114,,
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028_page5_table1_row17_col8,4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,5,1,17,8,52,52,52,0.9831666666666666,approved,,,2025-04-28T10:28:34Z,6ookALMJiOLjBAAAAAAAAA==,dbs/6ookAA==/colls/6ookALMJiOI=/docs/6ookALMJiOLjBAAAAAAAAA==/,"""00006b17-0000-0a00-0000-680f58520000""",attachments/,1745836114,,
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028_page5_table1_row17_col9,4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,5,1,17,9,82,82,82,0.9797499999999999,approved,,,2025-04-28T10:28:34Z,6ookALMJiOLkBAAAAAAAAA==,dbs/6ookAA==/colls/6ookALMJiOI=/docs/6ookALMJiOLkBAAAAAAAAA==/,"""00006c17-0000-0a00-0000-680f58520000""",attachments/,1745836114,,
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028_page5_table1_row17_col10,4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,5,1,17,10,145,145,145,0.9933333333333333,approved,,,2025-04-28T10:28:34Z,6ookALMJiOLlBAAAAAAAAA==,dbs/6ookAA==/colls/6ookALMJiOI=/docs/6ookALMJiOLlBAAAAAAAAA==/,"""00006d17-0000-0a00-0000-680f58520000""",attachments/,1745836114,,
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028_page5_table1_row17_col11,4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,5,1,17,11,247,247,247,0.988625,approved,,,2025-04-28T10:28:34Z,6ookALMJiOLmBAAAAAAAAA==,dbs/6ookAA==/colls/6ookALMJiOI=/docs/6ookALMJiOLmBAAAAAAAAA==/,"""00006e17-0000-0a00-0000-680f58520000""",attachments/,1745836114,,
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028_page5_table1_row18_col0,4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,5,1,18,0,17,17,17,0.9963333333333333,approved,,,2025-04-28T10:28:34Z,6ookALMJiOLnBAAAAAAAAA==,dbs/6ookAA==/colls/6ookALMJiOI=/docs/6ookALMJiOLnBAAAAAAAAA==/,"""00006f17-0000-0a00-0000-680f58520000""",attachments/,1745836114,,
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028_page5_table1_row18_col1,4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,5,1,18,1,155,155,155,0.95,approved,,,2025-04-28T10:28:34Z,6ookALMJiOLoBAAAAAAAAA==,dbs/6ookAA==/colls/6ookALMJiOI=/docs/6ookALMJiOLoBAAAAAAAAA==/,"""00007017-0000-0a00-0000-680f58520000""",attachments/,1745836114,,
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028_page5_table1_row18_col2,4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,5,1,18,2,18.,18.,18,0.91975,approved,,,2025-04-28T10:28:34Z,6ookALMJiOLpBAAAAAAAAA==,dbs/6ookAA==/colls/6ookALMJiOI=/docs/6ookALMJiOLpBAAAAAAAAA==/,"""00007117-0000-0a00-0000-680f58520000""",attachments/,1745836114,,
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028_page5_table1_row18_col3,4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,5,1,18,3,39,39,39,0.9946666666666667,approved,,,2025-04-28T10:28:34Z,6ookALMJiOLqBAAAAAAAAA==,dbs/6ookAA==/colls/6ookALMJiOI=/docs/6ookALMJiOLqBAAAAAAAAA==/,"""00007217-0000-0a00-0000-680f58520000""",attachments/,1745836114,,
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028_page5_table1_row18_col4,4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,5,1,18,4,146,146,146,0.953888888888889,approved,,,2025-04-28T10:28:34Z,6ookALMJiOLrBAAAAAAAAA==,dbs/6ookAA==/colls/6ookALMJiOI=/docs/6ookALMJiOLrBAAAAAAAAA==/,"""00007317-0000-0a00-0000-680f58520000""",attachments/,1745836114,,
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028_page5_table1_row18_col5,4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,5,1,18,5,392,392,392,0.9822222222222222,approved,,,2025-04-28T10:28:34Z,6ookALMJiOLsBAAAAAAAAA==,dbs/6ookAA==/colls/6ookALMJiOI=/docs/6ookALMJiOLsBAAAAAAAAA==/,"""00007417-0000-0a00-0000-680f58520000""",attachments/,1745836114,,
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028_page5_table1_row18_col6,4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,5,1,18,6,61,61,61,0.9913333333333333,approved,,,2025-04-28T10:28:34Z,6ookALMJiOLtBAAAAAAAAA==,dbs/6ookAA==/colls/6ookALMJiOI=/docs/6ookALMJiOLtBAAAAAAAAA==/,"""00007517-0000-0a00-0000-680f58520000""",attachments/,1745836114,,
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028_page5_table1_row18_col7,4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,5,1,18,7,144,144,144,0.9932307692307691,approved,,,2025-04-28T10:28:34Z,6ookALMJiOLuBAAAAAAAAA==,dbs/6ookAA==/colls/6ookALMJiOI=/docs/6ookALMJiOLuBAAAAAAAAA==/,"""00007617-0000-0a00-0000-680f58520000""",attachments/,1745836114,,
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028_page5_table1_row18_col8,4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,5,1,18,8,494,494,494,0.995,approved,,,2025-04-28T10:28:34Z,6ookALMJiOLvBAAAAAAAAA==,dbs/6ookAA==/colls/6ookALMJiOI=/docs/6ookALMJiOLvBAAAAAAAAA==/,"""00007717-0000-0a00-0000-680f58520000""",attachments/,1745836114,,
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028_page5_table1_row18_col9,4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,5,1,18,9,83,83,83,0.9953333333333333,approved,,,2025-04-28T10:28:34Z,6ookALMJiOLwBAAAAAAAAA==,dbs/6ookAA==/colls/6ookALMJiOI=/docs/6ookALMJiOLwBAAAAAAAAA==/,"""00007817-0000-0a00-0000-680f58520000""",attachments/,1745836114,,
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028_page5_table1_row18_col10,4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,5,1,18,10,145,145,145,0.9933333333333333,approved,,,2025-04-28T10:28:34Z,6ookALMJiOLxBAAAAAAAAA==,dbs/6ookAA==/colls/6ookALMJiOI=/docs/6ookALMJiOLxBAAAAAAAAA==/,"""00007917-0000-0a00-0000-680f58520000""",attachments/,1745836114,,
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028_page5_table1_row18_col11,4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,5,1,18,11,246,246,246,0.9807777777777777,approved,,,2025-04-28T10:28:34Z,6ookALMJiOLyBAAAAAAAAA==,dbs/6ookAA==/colls/6ookALMJiOI=/docs/6ookALMJiOLyBAAAAAAAAA==/,"""00007a17-0000-0a00-0000-680f58520000""",attachments/,1745836114,,
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028_page5_table1_row19_col0,4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,5,1,19,0,18,18,18,0.995,approved,,,2025-04-28T10:28:34Z,6ookALMJiOLzBAAAAAAAAA==,dbs/6ookAA==/colls/6ookALMJiOI=/docs/6ookALMJiOLzBAAAAAAAAA==/,"""00007b17-0000-0a00-0000-680f58520000""",attachments/,1745836114,,
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028_page5_table1_row19_col1,4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,5,1,19,1,145,145,145,0.9933333333333333,approved,,,2025-04-28T10:28:34Z,6ookALMJiOL0BAAAAAAAAA==,dbs/6ookAA==/colls/6ookALMJiOI=/docs/6ookALMJiOL0BAAAAAAAAA==/,"""00007c17-0000-0a00-0000-680f58530000""",attachments/,1745836115,,
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028_page5_table1_row19_col2,4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,5,1,19,2,393,393,393,0.9907999999999999,approved,,,2025-04-28T10:28:34Z,6ookALMJiOL1BAAAAAAAAA==,dbs/6ookAA==/colls/6ookALMJiOI=/docs/6ookALMJiOL1BAAAAAAAAA==/,"""00007d17-0000-0a00-0000-680f58530000""",attachments/,1745836115,,
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028_page5_table1_row19_col3,4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,5,1,19,3,40,40,40,0.9973333333333333,approved,,,2025-04-28T10:28:34Z,6ookALMJiOL2BAAAAAAAAA==,dbs/6ookAA==/colls/6ookALMJiOI=/docs/6ookALMJiOL2BAAAAAAAAA==/,"""00007e17-0000-0a00-0000-680f58530000""",attachments/,1745836115,,
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028_page5_table1_row19_col4,4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,5,1,19,4,143,143,143,0.9924285714285712,approved,,,2025-04-28T10:28:34Z,6ookALMJiOL3BAAAAAAAAA==,dbs/6ookAA==/colls/6ookALMJiOI=/docs/6ookALMJiOL3BAAAAAAAAA==/,"""00007f17-0000-0a00-0000-680f58530000""",attachments/,1745836115,,
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028_page5_table1_row19_col5,4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,5,1,19,5,373,373,373,0.9950000000000001,approved,,,2025-04-28T10:28:35Z,6ookALMJiOL4BAAAAAAAAA==,dbs/6ookAA==/colls/6ookALMJiOI=/docs/6ookALMJiOL4BAAAAAAAAA==/,"""00008017-0000-0a00-0000-680f58530000""",attachments/,1745836115,,
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028_page5_table1_row19_col6,4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,5,1,19,6,62,62,62,0.977,approved,,,2025-04-28T10:28:35Z,6ookALMJiOL5BAAAAAAAAA==,dbs/6ookAA==/colls/6ookALMJiOI=/docs/6ookALMJiOL5BAAAAAAAAA==/,"""00008117-0000-0a00-0000-680f58530000""",attachments/,1745836115,,
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028_page5_table1_row19_col7,4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,5,1,19,7,144,144,144,0.9932307692307691,approved,,,2025-04-28T10:28:35Z,6ookALMJiOL6BAAAAAAAAA==,dbs/6ookAA==/colls/6ookALMJiOI=/docs/6ookALMJiOL6BAAAAAAAAA==/,"""00008217-0000-0a00-0000-680f58530000""",attachments/,1745836115,,
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028_page5_table1_row19_col8,4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,5,1,19,8,496,496,496,0.9601666666666667,approved,,,2025-04-28T10:28:35Z,6ookALMJiOL7BAAAAAAAAA==,dbs/6ookAA==/colls/6ookALMJiOI=/docs/6ookALMJiOL7BAAAAAAAAA==/,"""00008317-0000-0a00-0000-680f58530000""",attachments/,1745836115,,
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028_page5_table1_row19_col9,4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,5,1,19,9,84,84,84,0.9644,approved,,,2025-04-28T10:28:35Z,6ookALMJiOL8BAAAAAAAAA==,dbs/6ookAA==/colls/6ookALMJiOI=/docs/6ookALMJiOL8BAAAAAAAAA==/,"""00008417-0000-0a00-0000-680f58530000""",attachments/,1745836115,,
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028_page5_table1_row19_col10,4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,5,1,19,10,163,163,163,0.993,approved,,,2025-04-28T10:28:35Z,6ookALMJiOL9BAAAAAAAAA==,dbs/6ookAA==/colls/6ookALMJiOI=/docs/6ookALMJiOL9BAAAAAAAAA==/,"""00008517-0000-0a00-0000-680f58530000""",attachments/,1745836115,,
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028_page5_table1_row19_col11,4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,5,1,19,11,103,103,103,0.95775,approved,,,2025-04-28T10:28:35Z,6ookALMJiOL+BAAAAAAAAA==,dbs/6ookAA==/colls/6ookALMJiOI=/docs/6ookALMJiOL+BAAAAAAAAA==/,"""00008617-0000-0a00-0000-680f58530000""",attachments/,1745836115,,
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028_page5_table1_row20_col0,4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,5,1,20,0,19,19,19,0.9969999999999999,approved,,,2025-04-28T10:28:35Z,6ookALMJiOL-BAAAAAAAAA==,dbs/6ookAA==/colls/6ookALMJiOI=/docs/6ookALMJiOL-BAAAAAAAAA==/,"""00008717-0000-0a00-0000-680f58530000""",attachments/,1745836115,,
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028_page5_table1_row20_col1,4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,5,1,20,1,185,185,185,0.9662666666666666,approved,,,2025-04-28T10:28:35Z,6ookALMJiOIABQAAAAAAAA==,dbs/6ookAA==/colls/6ookALMJiOI=/docs/6ookALMJiOIABQAAAAAAAA==/,"""00008817-0000-0a00-0000-680f58530000""",attachments/,1745836115,,
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028_page5_table1_row20_col2,4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,5,1,20,2,364,364,364,0.99475,approved,,,2025-04-28T10:28:35Z,6ookALMJiOIBBQAAAAAAAA==,dbs/6ookAA==/colls/6ookALMJiOI=/docs/6ookALMJiOIBBQAAAAAAAA==/,"""00008917-0000-0a00-0000-680f58530000""",attachments/,1745836115,,
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028_page5_table1_row20_col3,4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,5,1,20,3,41,41,41,0.99625,approved,,,2025-04-28T10:28:35Z,6ookALMJiOICBQAAAAAAAA==,dbs/6ookAA==/colls/6ookALMJiOI=/docs/6ookALMJiOICBQAAAAAAAA==/,"""00008a17-0000-0a00-0000-680f58530000""",attachments/,1745836115,,
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028_page5_table1_row20_col4,4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,5,1,20,4,143,143,143,0.9924285714285712,approved,,,2025-04-28T10:28:35Z,6ookALMJiOIDBQAAAAAAAA==,dbs/6ookAA==/colls/6ookALMJiOI=/docs/6ookALMJiOIDBQAAAAAAAA==/,"""00008b17-0000-0a00-0000-680f58530000""",attachments/,1745836115,,
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028_page5_table1_row20_col5,4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,5,1,20,5,372,372,372,0.986,approved,,,2025-04-28T10:28:35Z,6ookALMJiOIEBQAAAAAAAA==,dbs/6ookAA==/colls/6ookALMJiOI=/docs/6ookALMJiOIEBQAAAAAAAA==/,"""00008c17-0000-0a00-0000-680f58530000""",attachments/,1745836115,,
4c8dcd2c-4c56-4a4d-aa18-5e4b18984028_page5_table1_row20_col6,4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,5,1,20,6,63,63,63,0.9916666666666667,approved,,,2025-04-28T10:28:35Z,6ookALMJiOIFBQAAAAAAAA==,dbs/6ookAA==/colls/6ookALMJiOI=/docs/6ookALMJiOIFBQAAAAAAAA==/,"""00008d17-0000-0a00-0000-680f58530000""",attachments/,1745836115,,
