FULL_PD,SEQUENCE_NUMBER,FULL_PD_cleaned,SEQUENCE_NUMBER_cleaned,ED_CODE,id,documentId,pageNumber,tableIndex,_rid,_self,_etag,_attachments,_ts,riding
185,268,185,268,35023,4c8dcd2c-4c56-4a4d-aa18-5e4b18984028_page4_table1_pair0,4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,4,1,6ookAOo23lJCAAAAAAAAAA==,dbs/6ookAA==/colls/6ookAOo23lI=/docs/6ookAOo23lJCAAAAAAAAAA==/,"""0200d0a6-0000-0a00-0000-680f58470000""",attachments/,1745836103,
157,548,157,548,35023,4c8dcd2c-4c56-4a4d-aa18-5e4b18984028_page4_table1_pair1,4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,4,1,6ookAOo23lJDAAAAAAAAAA==,dbs/6ookAA==/colls/6ookAOo23lI=/docs/6ookAOo23lJDAAAAAAAAAA==/,"""0200d1a6-0000-0a00-0000-680f58470000""",attachments/,1745836103,
157,549,157,549,35023,4c8dcd2c-4c56-4a4d-aa18-5e4b18984028_page4_table1_pair2,4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,4,1,6ookAOo23lJEAAAAAAAAAA==,dbs/6ookAA==/colls/6ookAOo23lI=/docs/6ookAOo23lJEAAAAAAAAAA==/,"""0200d2a6-0000-0a00-0000-680f58470000""",attachments/,1745836103,
157,430,157,430,35023,4c8dcd2c-4c56-4a4d-aa18-5e4b18984028_page4_table1_pair3,4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,4,1,6ookAOo23lJFAAAAAAAAAA==,dbs/6ookAA==/colls/6ookAOo23lI=/docs/6ookAOo23lJFAAAAAAAAAA==/,"""0200d3a6-0000-0a00-0000-680f58470000""",attachments/,1745836103,
157,431,157,431,35023,4c8dcd2c-4c56-4a4d-aa18-5e4b18984028_page4_table1_pair4,4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,4,1,6ookAOo23lJGAAAAAAAAAA==,dbs/6ookAA==/colls/6ookAOo23lI=/docs/6ookAOo23lJGAAAAAAAAAA==/,"""0200d4a6-0000-0a00-0000-680f58470000""",attachments/,1745836103,
143,258.,143,258,35023,4c8dcd2c-4c56-4a4d-aa18-5e4b18984028_page4_table1_pair5,4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,4,1,6ookAOo23lJHAAAAAAAAAA==,dbs/6ookAA==/colls/6ookAOo23lI=/docs/6ookAOo23lJHAAAAAAAAAA==/,"""0200d5a6-0000-0a00-0000-680f58470000""",attachments/,1745836103,
185,95,185,95,35023,4c8dcd2c-4c56-4a4d-aa18-5e4b18984028_page4_table1_pair6,4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,4,1,6ookAOo23lJIAAAAAAAAAA==,dbs/6ookAA==/colls/6ookAOo23lI=/docs/6ookAOo23lJIAAAAAAAAAA==/,"""0200d6a6-0000-0a00-0000-680f58470000""",attachments/,1745836103,
142,205,142,205,35023,4c8dcd2c-4c56-4a4d-aa18-5e4b18984028_page4_table1_pair7,4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,4,1,6ookAOo23lJJAAAAAAAAAA==,dbs/6ookAA==/colls/6ookAOo23lI=/docs/6ookAOo23lJJAAAAAAAAAA==/,"""0200d7a6-0000-0a00-0000-680f58470000""",attachments/,1745836103,
142,207,142,207,35023,4c8dcd2c-4c56-4a4d-aa18-5e4b18984028_page4_table1_pair8,4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,4,1,6ookAOo23lJKAAAAAAAAAA==,dbs/6ookAA==/colls/6ookAOo23lI=/docs/6ookAOo23lJKAAAAAAAAAA==/,"""0200d8a6-0000-0a00-0000-680f58470000""",attachments/,1745836103,
157,550,157,550,35023,4c8dcd2c-4c56-4a4d-aa18-5e4b18984028_page4_table1_pair9,4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,4,1,6ookAOo23lJLAAAAAAAAAA==,dbs/6ookAA==/colls/6ookAOo23lI=/docs/6ookAOo23lJLAAAAAAAAAA==/,"""0200d9a6-0000-0a00-0000-680f58470000""",attachments/,1745836103,
166,267,166,267,35023,4c8dcd2c-4c56-4a4d-aa18-5e4b18984028_page4_table1_pair10,4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,4,1,6ookAOo23lJMAAAAAAAAAA==,dbs/6ookAA==/colls/6ookAOo23lI=/docs/6ookAOo23lJMAAAAAAAAAA==/,"""0200daa6-0000-0a00-0000-680f58470000""",attachments/,1745836103,
163,465,163,465,35023,4c8dcd2c-4c56-4a4d-aa18-5e4b18984028_page4_table1_pair11,4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,4,1,6ookAOo23lJNAAAAAAAAAA==,dbs/6ookAA==/colls/6ookAOo23lI=/docs/6ookAOo23lJNAAAAAAAAAA==/,"""0200dba6-0000-0a00-0000-680f58470000""",attachments/,1745836103,
163,464,163,464,35023,4c8dcd2c-4c56-4a4d-aa18-5e4b18984028_page4_table1_pair12,4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,4,1,6ookAOo23lJOAAAAAAAAAA==,dbs/6ookAA==/colls/6ookAOo23lI=/docs/6ookAOo23lJOAAAAAAAAAA==/,"""0200dca6-0000-0a00-0000-680f58470000""",attachments/,1745836103,
155,218,155,218,35023,4c8dcd2c-4c56-4a4d-aa18-5e4b18984028_page4_table1_pair13,4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,4,1,6ookAOo23lJPAAAAAAAAAA==,dbs/6ookAA==/colls/6ookAOo23lI=/docs/6ookAOo23lJPAAAAAAAAAA==/,"""0200dda6-0000-0a00-0000-680f58470000""",attachments/,1745836103,
155,219,155,219,35023,4c8dcd2c-4c56-4a4d-aa18-5e4b18984028_page4_table1_pair14,4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,4,1,6ookAOo23lJQAAAAAAAAAA==,dbs/6ookAA==/colls/6ookAOo23lI=/docs/6ookAOo23lJQAAAAAAAAAA==/,"""0200dea6-0000-0a00-0000-680f58470000""",attachments/,1745836103,
155,226,155,226,35023,4c8dcd2c-4c56-4a4d-aa18-5e4b18984028_page4_table1_pair15,4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,4,1,6ookAOo23lJRAAAAAAAAAA==,dbs/6ookAA==/colls/6ookAOo23lI=/docs/6ookAOo23lJRAAAAAAAAAA==/,"""0200dfa6-0000-0a00-0000-680f58470000""",attachments/,1745836103,
163,25,163,25,35023,4c8dcd2c-4c56-4a4d-aa18-5e4b18984028_page4_table1_pair16,4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,4,1,6ookAOo23lJSAAAAAAAAAA==,dbs/6ookAA==/colls/6ookAOo23lI=/docs/6ookAOo23lJSAAAAAAAAAA==/,"""0200e0a6-0000-0a00-0000-680f58470000""",attachments/,1745836103,
163,28,163,28,35023,4c8dcd2c-4c56-4a4d-aa18-5e4b18984028_page4_table1_pair17,4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,4,1,6ookAOo23lJTAAAAAAAAAA==,dbs/6ookAA==/colls/6ookAOo23lI=/docs/6ookAOo23lJTAAAAAAAAAA==/,"""0200e1a6-0000-0a00-0000-680f58470000""",attachments/,1745836103,
142,186,142,186,35023,4c8dcd2c-4c56-4a4d-aa18-5e4b18984028_page4_table1_pair18,4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,4,1,6ookAOo23lJUAAAAAAAAAA==,dbs/6ookAA==/colls/6ookAOo23lI=/docs/6ookAOo23lJUAAAAAAAAAA==/,"""0200e2a6-0000-0a00-0000-680f58470000""",attachments/,1745836103,
142,396,142,396,35023,4c8dcd2c-4c56-4a4d-aa18-5e4b18984028_page4_table1_pair19,4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,4,1,6ookAOo23lJVAAAAAAAAAA==,dbs/6ookAA==/colls/6ookAOo23lI=/docs/6ookAOo23lJVAAAAAAAAAA==/,"""0200e3a6-0000-0a00-0000-680f58470000""",attachments/,1745836103,
166,93,166,93,35023,4c8dcd2c-4c56-4a4d-aa18-5e4b18984028_page4_table1_pair20,4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,4,1,6ookAOo23lJWAAAAAAAAAA==,dbs/6ookAA==/colls/6ookAOo23lI=/docs/6ookAOo23lJWAAAAAAAAAA==/,"""0200e4a6-0000-0a00-0000-680f58470000""",attachments/,1745836103,
157,264,157,264,35023,4c8dcd2c-4c56-4a4d-aa18-5e4b18984028_page4_table1_pair21,4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,4,1,6ookAOo23lJXAAAAAAAAAA==,dbs/6ookAA==/colls/6ookAOo23lI=/docs/6ookAOo23lJXAAAAAAAAAA==/,"""0200e5a6-0000-0a00-0000-680f58470000""",attachments/,1745836103,
145 -,392,145,392,35023,4c8dcd2c-4c56-4a4d-aa18-5e4b18984028_page5_table1_pair0,4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,5,1,6ookAOo23lJYAAAAAAAAAA==,dbs/6ookAA==/colls/6ookAOo23lI=/docs/6ookAOo23lJYAAAAAAAAAA==/,"""0200eaa6-0000-0a00-0000-680f58540000""",attachments/,1745836116,
157,316,157,316,35023,4c8dcd2c-4c56-4a4d-aa18-5e4b18984028_page5_table1_pair1,4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,5,1,6ookAOo23lJZAAAAAAAAAA==,dbs/6ookAA==/colls/6ookAOo23lI=/docs/6ookAOo23lJZAAAAAAAAAA==/,"""0200eba6-0000-0a00-0000-680f58540000""",attachments/,1745836116,
157,3/7/317,157,37317,35023,4c8dcd2c-4c56-4a4d-aa18-5e4b18984028_page5_table1_pair2,4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,5,1,6ookAOo23lJaAAAAAAAAAA==,dbs/6ookAA==/colls/6ookAOo23lI=/docs/6ookAOo23lJaAAAAAAAAAA==/,"""0200eca6-0000-0a00-0000-680f58540000""",attachments/,1745836116,
163,15.9,163,159,35023,4c8dcd2c-4c56-4a4d-aa18-5e4b18984028_page5_table1_pair3,4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,5,1,6ookAOo23lJbAAAAAAAAAA==,dbs/6ookAA==/colls/6ookAOo23lI=/docs/6ookAOo23lJbAAAAAAAAAA==/,"""0200eda6-0000-0a00-0000-680f58540000""",attachments/,1745836116,
156,36,156,36,35023,4c8dcd2c-4c56-4a4d-aa18-5e4b18984028_page5_table1_pair4,4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,5,1,6ookAOo23lJcAAAAAAAAAA==,dbs/6ookAA==/colls/6ookAOo23lI=/docs/6ookAOo23lJcAAAAAAAAAA==/,"""0200eea6-0000-0a00-0000-680f58540000""",attachments/,1745836116,
143,383,143,383,35023,4c8dcd2c-4c56-4a4d-aa18-5e4b18984028_page5_table1_pair5,4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,5,1,6ookAOo23lJdAAAAAAAAAA==,dbs/6ookAA==/colls/6ookAOo23lI=/docs/6ookAOo23lJdAAAAAAAAAA==/,"""0200efa6-0000-0a00-0000-680f58540000""",attachments/,1745836116,
143,334,143,334,35023,4c8dcd2c-4c56-4a4d-aa18-5e4b18984028_page5_table1_pair6,4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,5,1,6ookAOo23lJeAAAAAAAAAA==,dbs/6ookAA==/colls/6ookAOo23lI=/docs/6ookAOo23lJeAAAAAAAAAA==/,"""0200f0a6-0000-0a00-0000-680f58540000""",attachments/,1745836116,
146,84,146,84,35023,4c8dcd2c-4c56-4a4d-aa18-5e4b18984028_page5_table1_pair7,4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,5,1,6ookAOo23lJfAAAAAAAAAA==,dbs/6ookAA==/colls/6ookAOo23lI=/docs/6ookAOo23lJfAAAAAAAAAA==/,"""0200f1a6-0000-0a00-0000-680f58540000""",attachments/,1745836116,
146,33,146,33,35023,4c8dcd2c-4c56-4a4d-aa18-5e4b18984028_page5_table1_pair8,4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,5,1,6ookAOo23lJgAAAAAAAAAA==,dbs/6ookAA==/colls/6ookAOo23lI=/docs/6ookAOo23lJgAAAAAAAAAA==/,"""0200f2a6-0000-0a00-0000-680f58540000""",attachments/,1745836116,
144,317,144,317,35023,4c8dcd2c-4c56-4a4d-aa18-5e4b18984028_page5_table1_pair9,4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,5,1,6ookAOo23lJhAAAAAAAAAA==,dbs/6ookAA==/colls/6ookAOo23lI=/docs/6ookAOo23lJhAAAAAAAAAA==/,"""0200f3a6-0000-0a00-0000-680f58540000""",attachments/,1745836116,
141,392,141,392,35023,4c8dcd2c-4c56-4a4d-aa18-5e4b18984028_page5_table1_pair10,4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,5,1,6ookAOo23lJiAAAAAAAAAA==,dbs/6ookAA==/colls/6ookAOo23lI=/docs/6ookAOo23lJiAAAAAAAAAA==/,"""0200f4a6-0000-0a00-0000-680f58540000""",attachments/,1745836116,
157,585,157,585,35023,4c8dcd2c-4c56-4a4d-aa18-5e4b18984028_page5_table1_pair11,4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,5,1,6ookAOo23lJjAAAAAAAAAA==,dbs/6ookAA==/colls/6ookAOo23lI=/docs/6ookAOo23lJjAAAAAAAAAA==/,"""0200f5a6-0000-0a00-0000-680f58540000""",attachments/,1745836116,
157,586,157,586,35023,4c8dcd2c-4c56-4a4d-aa18-5e4b18984028_page5_table1_pair12,4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,5,1,6ookAOo23lJkAAAAAAAAAA==,dbs/6ookAA==/colls/6ookAOo23lI=/docs/6ookAOo23lJkAAAAAAAAAA==/,"""0200f6a6-0000-0a00-0000-680f58540000""",attachments/,1745836116,
184,93,184,93,35023,4c8dcd2c-4c56-4a4d-aa18-5e4b18984028_page5_table1_pair13,4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,5,1,6ookAOo23lJlAAAAAAAAAA==,dbs/6ookAA==/colls/6ookAOo23lI=/docs/6ookAOo23lJlAAAAAAAAAA==/,"""0200f7a6-0000-0a00-0000-680f58540000""",attachments/,1745836116,
184,94,184,94,35023,4c8dcd2c-4c56-4a4d-aa18-5e4b18984028_page5_table1_pair14,4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,5,1,6ookAOo23lJmAAAAAAAAAA==,dbs/6ookAA==/colls/6ookAOo23lI=/docs/6ookAOo23lJmAAAAAAAAAA==/,"""0200f8a6-0000-0a00-0000-680f58540000""",attachments/,1745836116,
185,92,185,92,35023,4c8dcd2c-4c56-4a4d-aa18-5e4b18984028_page5_table1_pair15,4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,5,1,6ookAOo23lJnAAAAAAAAAA==,dbs/6ookAA==/colls/6ookAOo23lI=/docs/6ookAOo23lJnAAAAAAAAAA==/,"""0200f9a6-0000-0a00-0000-680f58540000""",attachments/,1745836116,
145,247,145,247,35023,4c8dcd2c-4c56-4a4d-aa18-5e4b18984028_page5_table1_pair16,4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,5,1,6ookAOo23lJoAAAAAAAAAA==,dbs/6ookAA==/colls/6ookAOo23lI=/docs/6ookAOo23lJoAAAAAAAAAA==/,"""0200faa6-0000-0a00-0000-680f58540000""",attachments/,1745836116,
145,246,145,246,35023,4c8dcd2c-4c56-4a4d-aa18-5e4b18984028_page5_table1_pair17,4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,5,1,6ookAOo23lJpAAAAAAAAAA==,dbs/6ookAA==/colls/6ookAOo23lI=/docs/6ookAOo23lJpAAAAAAAAAA==/,"""0200fba6-0000-0a00-0000-680f58550000""",attachments/,1745836117,
163,103,163,103,35023,4c8dcd2c-4c56-4a4d-aa18-5e4b18984028_page5_table1_pair18,4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,5,1,6ookAOo23lJqAAAAAAAAAA==,dbs/6ookAA==/colls/6ookAOo23lI=/docs/6ookAOo23lJqAAAAAAAAAA==/,"""0200fca6-0000-0a00-0000-680f58550000""",attachments/,1745836117,
141,411.,141,411,35023,4c8dcd2c-4c56-4a4d-aa18-5e4b18984028_page5_table1_pair19,4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,5,1,6ookAOo23lJrAAAAAAAAAA==,dbs/6ookAA==/colls/6ookAOo23lI=/docs/6ookAOo23lJrAAAAAAAAAA==/,"""0200fda6-0000-0a00-0000-680f58550000""",attachments/,1745836117,
157,29.,157,29,35023,4c8dcd2c-4c56-4a4d-aa18-5e4b18984028_page5_table1_pair20,4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,5,1,6ookAOo23lJsAAAAAAAAAA==,dbs/6ookAA==/colls/6ookAOo23lI=/docs/6ookAOo23lJsAAAAAAAAAA==/,"""0200fea6-0000-0a00-0000-680f58550000""",attachments/,1745836117,
166,466,166,466,35023,4c8dcd2c-4c56-4a4d-aa18-5e4b18984028_page5_table1_pair21,4c8dcd2c-4c56-4a4d-aa18-5e4b18984028,5,1,6ookAOo23lJtAAAAAAAAAA==,dbs/6ookAA==/colls/6ookAOo23lI=/docs/6ookAOo23lJtAAAAAAAAAA==/,"""0200ffa6-0000-0a00-0000-680f58550000""",attachments/,1745836117,
133,216,133,216,35023,985b90db-6616-4d3c-aed7-6c306991625e_page1_table1_pair0,985b90db-6616-4d3c-aed7-6c306991625e,1,1,6ookAOo23lJuAAAAAAAAAA==,dbs/6ookAA==/colls/6ookAOo23lI=/docs/6ookAOo23lJuAAAAAAAAAA==/,"""020081a7-0000-0a00-0000-680f5a000000""",attachments/,1745836544,
139,252,139,252,35023,985b90db-6616-4d3c-aed7-6c306991625e_page1_table1_pair1,985b90db-6616-4d3c-aed7-6c306991625e,1,1,6ookAOo23lJvAAAAAAAAAA==,dbs/6ookAA==/colls/6ookAOo23lI=/docs/6ookAOo23lJvAAAAAAAAAA==/,"""020082a7-0000-0a00-0000-680f5a000000""",attachments/,1745836544,
139,253,139,253,35023,985b90db-6616-4d3c-aed7-6c306991625e_page1_table1_pair2,985b90db-6616-4d3c-aed7-6c306991625e,1,1,6ookAOo23lJwAAAAAAAAAA==,dbs/6ookAA==/colls/6ookAOo23lI=/docs/6ookAOo23lJwAAAAAAAAAA==/,"""020083a7-0000-0a00-0000-680f5a000000""",attachments/,1745836544,
177,270,177,270,35023,985b90db-6616-4d3c-aed7-6c306991625e_page1_table1_pair3,985b90db-6616-4d3c-aed7-6c306991625e,1,1,6ookAOo23lJxAAAAAAAAAA==,dbs/6ookAA==/colls/6ookAOo23lI=/docs/6ookAOo23lJxAAAAAAAAAA==/,"""020084a7-0000-0a00-0000-680f5a000000""",attachments/,1745836544,
177,269,177,269,35023,985b90db-6616-4d3c-aed7-6c306991625e_page1_table1_pair4,985b90db-6616-4d3c-aed7-6c306991625e,1,1,6ookAOo23lJyAAAAAAAAAA==,dbs/6ookAA==/colls/6ookAOo23lI=/docs/6ookAOo23lJyAAAAAAAAAA==/,"""020085a7-0000-0a00-0000-680f5a000000""",attachments/,1745836544,
148,108,148,108,35023,985b90db-6616-4d3c-aed7-6c306991625e_page1_table1_pair5,985b90db-6616-4d3c-aed7-6c306991625e,1,1,6ookAOo23lJzAAAAAAAAAA==,dbs/6ookAA==/colls/6ookAOo23lI=/docs/6ookAOo23lJzAAAAAAAAAA==/,"""020086a7-0000-0a00-0000-680f5a000000""",attachments/,1745836544,
138,276,138,276,35023,985b90db-6616-4d3c-aed7-6c306991625e_page1_table1_pair6,985b90db-6616-4d3c-aed7-6c306991625e,1,1,6ookAOo23lJ0AAAAAAAAAA==,dbs/6ookAA==/colls/6ookAOo23lI=/docs/6ookAOo23lJ0AAAAAAAAAA==/,"""020087a7-0000-0a00-0000-680f5a000000""",attachments/,1745836544,
134,253,134,253,35023,985b90db-6616-4d3c-aed7-6c306991625e_page1_table1_pair7,985b90db-6616-4d3c-aed7-6c306991625e,1,1,6ookAOo23lJ1AAAAAAAAAA==,dbs/6ookAA==/colls/6ookAOo23lI=/docs/6ookAOo23lJ1AAAAAAAAAA==/,"""020088a7-0000-0a00-0000-680f5a000000""",attachments/,1745836544,
134,254,134,254,35023,985b90db-6616-4d3c-aed7-6c306991625e_page1_table1_pair8,985b90db-6616-4d3c-aed7-6c306991625e,1,1,6ookAOo23lJ2AAAAAAAAAA==,dbs/6ookAA==/colls/6ookAOo23lI=/docs/6ookAOo23lJ2AAAAAAAAAA==/,"""020089a7-0000-0a00-0000-680f5a000000""",attachments/,1745836544,
132,347,132,347,35023,985b90db-6616-4d3c-aed7-6c306991625e_page1_table1_pair9,985b90db-6616-4d3c-aed7-6c306991625e,1,1,6ookAOo23lJ3AAAAAAAAAA==,dbs/6ookAA==/colls/6ookAOo23lI=/docs/6ookAOo23lJ3AAAAAAAAAA==/,"""02008aa7-0000-0a00-0000-680f5a000000""",attachments/,1745836544,
148,486,148,486,35023,985b90db-6616-4d3c-aed7-6c306991625e_page1_table1_pair10,985b90db-6616-4d3c-aed7-6c306991625e,1,1,6ookAOo23lJ4AAAAAAAAAA==,dbs/6ookAA==/colls/6ookAOo23lI=/docs/6ookAOo23lJ4AAAAAAAAAA==/,"""02008ba7-0000-0a00-0000-680f5a000000""",attachments/,1745836544,
148,408,148,408,35023,985b90db-6616-4d3c-aed7-6c306991625e_page1_table1_pair11,985b90db-6616-4d3c-aed7-6c306991625e,1,1,6ookAOo23lJ5AAAAAAAAAA==,dbs/6ookAA==/colls/6ookAOo23lI=/docs/6ookAOo23lJ5AAAAAAAAAA==/,"""02008ca7-0000-0a00-0000-680f5a000000""",attachments/,1745836544,
134,323,134,323,35023,985b90db-6616-4d3c-aed7-6c306991625e_page1_table1_pair12,985b90db-6616-4d3c-aed7-6c306991625e,1,1,6ookAOo23lJ6AAAAAAAAAA==,dbs/6ookAA==/colls/6ookAOo23lI=/docs/6ookAOo23lJ6AAAAAAAAAA==/,"""02008da7-0000-0a00-0000-680f5a010000""",attachments/,1745836545,
148,407,148,407,35023,985b90db-6616-4d3c-aed7-6c306991625e_page1_table1_pair13,985b90db-6616-4d3c-aed7-6c306991625e,1,1,6ookAOo23lJ7AAAAAAAAAA==,dbs/6ookAA==/colls/6ookAOo23lI=/docs/6ookAOo23lJ7AAAAAAAAAA==/,"""02008ea7-0000-0a00-0000-680f5a010000""",attachments/,1745836545,
136,372,136,372,35023,985b90db-6616-4d3c-aed7-6c306991625e_page1_table1_pair14,985b90db-6616-4d3c-aed7-6c306991625e,1,1,6ookAOo23lJ8AAAAAAAAAA==,dbs/6ookAA==/colls/6ookAOo23lI=/docs/6ookAOo23lJ8AAAAAAAAAA==/,"""02008fa7-0000-0a00-0000-680f5a010000""",attachments/,1745836545,
132,262,132,262,35023,985b90db-6616-4d3c-aed7-6c306991625e_page1_table1_pair15,985b90db-6616-4d3c-aed7-6c306991625e,1,1,6ookAOo23lJ9AAAAAAAAAA==,dbs/6ookAA==/colls/6ookAOo23lI=/docs/6ookAOo23lJ9AAAAAAAAAA==/,"""020090a7-0000-0a00-0000-680f5a010000""",attachments/,1745836545,
132,270,132,270,35023,985b90db-6616-4d3c-aed7-6c306991625e_page1_table1_pair16,985b90db-6616-4d3c-aed7-6c306991625e,1,1,6ookAOo23lJ+AAAAAAAAAA==,dbs/6ookAA==/colls/6ookAOo23lI=/docs/6ookAOo23lJ+AAAAAAAAAA==/,"""020091a7-0000-0a00-0000-680f5a010000""",attachments/,1745836545,
135,152,135,152,35023,985b90db-6616-4d3c-aed7-6c306991625e_page1_table1_pair17,985b90db-6616-4d3c-aed7-6c306991625e,1,1,6ookAOo23lJ-AAAAAAAAAA==,dbs/6ookAA==/colls/6ookAOo23lI=/docs/6ookAOo23lJ-AAAAAAAAAA==/,"""020092a7-0000-0a00-0000-680f5a010000""",attachments/,1745836545,
135,151,135,151,35023,985b90db-6616-4d3c-aed7-6c306991625e_page1_table1_pair18,985b90db-6616-4d3c-aed7-6c306991625e,1,1,6ookAOo23lKAAAAAAAAAAA==,dbs/6ookAA==/colls/6ookAOo23lI=/docs/6ookAOo23lKAAAAAAAAAAA==/,"""020093a7-0000-0a00-0000-680f5a010000""",attachments/,1745836545,
176,29/,176,29,35023,985b90db-6616-4d3c-aed7-6c306991625e_page1_table1_pair19,985b90db-6616-4d3c-aed7-6c306991625e,1,1,6ookAOo23lKBAAAAAAAAAA==,dbs/6ookAA==/colls/6ookAOo23lI=/docs/6ookAOo23lKBAAAAAAAAAA==/,"""020094a7-0000-0a00-0000-680f5a010000""",attachments/,1745836545,
176,293,176,293,35023,985b90db-6616-4d3c-aed7-6c306991625e_page1_table1_pair20,985b90db-6616-4d3c-aed7-6c306991625e,1,1,6ookAOo23lKCAAAAAAAAAA==,dbs/6ookAA==/colls/6ookAOo23lI=/docs/6ookAOo23lKCAAAAAAAAAA==/,"""020095a7-0000-0a00-0000-680f5a010000""",attachments/,1745836545,
136,339,136,339,35023,985b90db-6616-4d3c-aed7-6c306991625e_page1_table1_pair21,985b90db-6616-4d3c-aed7-6c306991625e,1,1,6ookAOo23lKDAAAAAAAAAA==,dbs/6ookAA==/colls/6ookAOo23lI=/docs/6ookAOo23lKDAAAAAAAAAA==/,"""020096a7-0000-0a00-0000-680f5a010000""",attachments/,1745836545,
136,5%.,136,5,35023,985b90db-6616-4d3c-aed7-6c306991625e_page2_table1_pair0,985b90db-6616-4d3c-aed7-6c306991625e,2,1,6ookAOo23lKEAAAAAAAAAA==,dbs/6ookAA==/colls/6ookAOo23lI=/docs/6ookAOo23lKEAAAAAAAAAA==/,"""02009fa7-0000-0a00-0000-680f5a0d0000""",attachments/,1745836557,
176,386,176,386,35023,985b90db-6616-4d3c-aed7-6c306991625e_page2_table1_pair1,985b90db-6616-4d3c-aed7-6c306991625e,2,1,6ookAOo23lKFAAAAAAAAAA==,dbs/6ookAA==/colls/6ookAOo23lI=/docs/6ookAOo23lKFAAAAAAAAAA==/,"""0200a0a7-0000-0a00-0000-680f5a0d0000""",attachments/,1745836557,
.136,72.,136,72,35023,985b90db-6616-4d3c-aed7-6c306991625e_page2_table1_pair2,985b90db-6616-4d3c-aed7-6c306991625e,2,1,6ookAOo23lKGAAAAAAAAAA==,dbs/6ookAA==/colls/6ookAOo23lI=/docs/6ookAOo23lKGAAAAAAAAAA==/,"""0200a1a7-0000-0a00-0000-680f5a0d0000""",attachments/,1745836557,
132,200,132,200,35023,985b90db-6616-4d3c-aed7-6c306991625e_page2_table1_pair3,985b90db-6616-4d3c-aed7-6c306991625e,2,1,6ookAOo23lKHAAAAAAAAAA==,dbs/6ookAA==/colls/6ookAOo23lI=/docs/6ookAOo23lKHAAAAAAAAAA==/,"""0200a2a7-0000-0a00-0000-680f5a0d0000""",attachments/,1745836557,
140,160,140,160,35023,985b90db-6616-4d3c-aed7-6c306991625e_page2_table1_pair4,985b90db-6616-4d3c-aed7-6c306991625e,2,1,6ookAOo23lKIAAAAAAAAAA==,dbs/6ookAA==/colls/6ookAOo23lI=/docs/6ookAOo23lKIAAAAAAAAAA==/,"""0200a3a7-0000-0a00-0000-680f5a0d0000""",attachments/,1745836557,
177,SIS,177,,35023,985b90db-6616-4d3c-aed7-6c306991625e_page2_table1_pair5,985b90db-6616-4d3c-aed7-6c306991625e,2,1,6ookAOo23lKJAAAAAAAAAA==,dbs/6ookAA==/colls/6ookAOo23lI=/docs/6ookAOo23lKJAAAAAAAAAA==/,"""0200a4a7-0000-0a00-0000-680f5a0d0000""",attachments/,1745836557,
