FULL_PD,SEQUENCE_NUMBER,FULL_PD_cleaned,SEQUENCE_NUMBER_cleaned,ED_CODE,id,documentId,pageNumber,tableIndex,_rid,_self,_etag,_attachments,_ts,riding
177,397,177,397,35023,985b90db-6616-4d3c-aed7-6c306991625e_page2_table1_pair6,985b90db-6616-4d3c-aed7-6c306991625e,2,1,6ookAOo23lKKAAAAAAAAAA==,dbs/6ookAA==/colls/6ookAOo23lI=/docs/6ookAOo23lKKAAAAAAAAAA==/,"""0200a5a7-0000-0a00-0000-680f5a0d0000""",attachments/,1745836557,
138,253.,138,253,35023,985b90db-6616-4d3c-aed7-6c306991625e_page2_table1_pair7,985b90db-6616-4d3c-aed7-6c306991625e,2,1,6ookAOo23lKLAAAAAAAAAA==,dbs/6ookAA==/colls/6ookAOo23lI=/docs/6ookAOo23lKLAAAAAAAAAA==/,"""0200a6a7-0000-0a00-0000-680f5a0e0000""",attachments/,1745836558,
173,160,173,160,35023,985b90db-6616-4d3c-aed7-6c306991625e_page2_table1_pair8,985b90db-6616-4d3c-aed7-6c306991625e,2,1,6ookAOo23lKMAAAAAAAAAA==,dbs/6ookAA==/colls/6ookAOo23lI=/docs/6ookAOo23lKMAAAAAAAAAA==/,"""0200a7a7-0000-0a00-0000-680f5a0e0000""",attachments/,1745836558,
139,69,139,69,35023,985b90db-6616-4d3c-aed7-6c306991625e_page2_table1_pair9,985b90db-6616-4d3c-aed7-6c306991625e,2,1,6ookAOo23lKNAAAAAAAAAA==,dbs/6ookAA==/colls/6ookAOo23lI=/docs/6ookAOo23lKNAAAAAAAAAA==/,"""0200a8a7-0000-0a00-0000-680f5a0e0000""",attachments/,1745836558,
139,70,139,70,35023,985b90db-6616-4d3c-aed7-6c306991625e_page2_table1_pair10,985b90db-6616-4d3c-aed7-6c306991625e,2,1,6ookAOo23lKOAAAAAAAAAA==,dbs/6ookAA==/colls/6ookAOo23lI=/docs/6ookAOo23lKOAAAAAAAAAA==/,"""0200a9a7-0000-0a00-0000-680f5a0e0000""",attachments/,1745836558,
176,"377,",176,377,35023,985b90db-6616-4d3c-aed7-6c306991625e_page2_table1_pair11,985b90db-6616-4d3c-aed7-6c306991625e,2,1,6ookAOo23lKPAAAAAAAAAA==,dbs/6ookAA==/colls/6ookAOo23lI=/docs/6ookAOo23lKPAAAAAAAAAA==/,"""0200aaa7-0000-0a00-0000-680f5a0e0000""",attachments/,1745836558,
148,306,148,306,35023,985b90db-6616-4d3c-aed7-6c306991625e_page2_table1_pair12,985b90db-6616-4d3c-aed7-6c306991625e,2,1,6ookAOo23lKQAAAAAAAAAA==,dbs/6ookAA==/colls/6ookAOo23lI=/docs/6ookAOo23lKQAAAAAAAAAA==/,"""0200aba7-0000-0a00-0000-680f5a0e0000""",attachments/,1745836558,
148,307,148,307,35023,985b90db-6616-4d3c-aed7-6c306991625e_page2_table1_pair13,985b90db-6616-4d3c-aed7-6c306991625e,2,1,6ookAOo23lKRAAAAAAAAAA==,dbs/6ookAA==/colls/6ookAOo23lI=/docs/6ookAOo23lKRAAAAAAAAAA==/,"""0200aca7-0000-0a00-0000-680f5a0e0000""",attachments/,1745836558,
1.34,15.,134,15,35023,985b90db-6616-4d3c-aed7-6c306991625e_page2_table1_pair14,985b90db-6616-4d3c-aed7-6c306991625e,2,1,6ookAOo23lKSAAAAAAAAAA==,dbs/6ookAA==/colls/6ookAOo23lI=/docs/6ookAOo23lKSAAAAAAAAAA==/,"""0200ada7-0000-0a00-0000-680f5a0e0000""",attachments/,1745836558,
134,14,134,14,35023,985b90db-6616-4d3c-aed7-6c306991625e_page2_table1_pair15,985b90db-6616-4d3c-aed7-6c306991625e,2,1,6ookAOo23lKTAAAAAAAAAA==,dbs/6ookAA==/colls/6ookAOo23lI=/docs/6ookAOo23lKTAAAAAAAAAA==/,"""0200aea7-0000-0a00-0000-680f5a0e0000""",attachments/,1745836558,
148,196,148,196,35023,985b90db-6616-4d3c-aed7-6c306991625e_page2_table1_pair16,985b90db-6616-4d3c-aed7-6c306991625e,2,1,6ookAOo23lKUAAAAAAAAAA==,dbs/6ookAA==/colls/6ookAOo23lI=/docs/6ookAOo23lKUAAAAAAAAAA==/,"""0200afa7-0000-0a00-0000-680f5a0e0000""",attachments/,1745836558,
176,233,176,233,35023,985b90db-6616-4d3c-aed7-6c306991625e_page2_table1_pair17,985b90db-6616-4d3c-aed7-6c306991625e,2,1,6ookAOo23lKVAAAAAAAAAA==,dbs/6ookAA==/colls/6ookAOo23lI=/docs/6ookAOo23lKVAAAAAAAAAA==/,"""0200b1a7-0000-0a00-0000-680f5a0e0000""",attachments/,1745836558,
176,234,176,234,35023,985b90db-6616-4d3c-aed7-6c306991625e_page2_table1_pair18,985b90db-6616-4d3c-aed7-6c306991625e,2,1,6ookAOo23lKWAAAAAAAAAA==,dbs/6ookAA==/colls/6ookAOo23lI=/docs/6ookAOo23lKWAAAAAAAAAA==/,"""0200b2a7-0000-0a00-0000-680f5a0e0000""",attachments/,1745836558,
132,23,132,23,35023,985b90db-6616-4d3c-aed7-6c306991625e_page2_table1_pair19,985b90db-6616-4d3c-aed7-6c306991625e,2,1,6ookAOo23lKXAAAAAAAAAA==,dbs/6ookAA==/colls/6ookAOo23lI=/docs/6ookAOo23lKXAAAAAAAAAA==/,"""0200b3a7-0000-0a00-0000-680f5a0e0000""",attachments/,1745836558,
150,389,150,389,35023,985b90db-6616-4d3c-aed7-6c306991625e_page2_table1_pair20,985b90db-6616-4d3c-aed7-6c306991625e,2,1,6ookAOo23lKYAAAAAAAAAA==,dbs/6ookAA==/colls/6ookAOo23lI=/docs/6ookAOo23lKYAAAAAAAAAA==/,"""0200b4a7-0000-0a00-0000-680f5a0e0000""",attachments/,1745836558,
176,341,176,341,35023,985b90db-6616-4d3c-aed7-6c306991625e_page2_table1_pair21,985b90db-6616-4d3c-aed7-6c306991625e,2,1,6ookAOo23lKZAAAAAAAAAA==,dbs/6ookAA==/colls/6ookAOo23lI=/docs/6ookAOo23lKZAAAAAAAAAA==/,"""0200b5a7-0000-0a00-0000-680f5a0e0000""",attachments/,1745836558,
171,29,171,29,35023,985b90db-6616-4d3c-aed7-6c306991625e_page3_table1_pair0,985b90db-6616-4d3c-aed7-6c306991625e,3,1,6ookAOo23lKaAAAAAAAAAA==,dbs/6ookAA==/colls/6ookAOo23lI=/docs/6ookAOo23lKaAAAAAAAAAA==/,"""0200b9a7-0000-0a00-0000-680f5a180000""",attachments/,1745836568,
171,38.,171,38,35023,985b90db-6616-4d3c-aed7-6c306991625e_page3_table1_pair1,985b90db-6616-4d3c-aed7-6c306991625e,3,1,6ookAOo23lKbAAAAAAAAAA==,dbs/6ookAA==/colls/6ookAOo23lI=/docs/6ookAOo23lKbAAAAAAAAAA==/,"""0200bba7-0000-0a00-0000-680f5a180000""",attachments/,1745836568,
15/,202,15,202,35023,985b90db-6616-4d3c-aed7-6c306991625e_page3_table1_pair2,985b90db-6616-4d3c-aed7-6c306991625e,3,1,6ookAOo23lKcAAAAAAAAAA==,dbs/6ookAA==/colls/6ookAOo23lI=/docs/6ookAOo23lKcAAAAAAAAAA==/,"""0200bca7-0000-0a00-0000-680f5a180000""",attachments/,1745836568,
196,255,196,255,35023,985b90db-6616-4d3c-aed7-6c306991625e_page3_table1_pair3,985b90db-6616-4d3c-aed7-6c306991625e,3,1,6ookAOo23lKdAAAAAAAAAA==,dbs/6ookAA==/colls/6ookAOo23lI=/docs/6ookAOo23lKdAAAAAAAAAA==/,"""0200bda7-0000-0a00-0000-680f5a180000""",attachments/,1745836568,
196,256,196,256,35023,985b90db-6616-4d3c-aed7-6c306991625e_page3_table1_pair4,985b90db-6616-4d3c-aed7-6c306991625e,3,1,6ookAOo23lKeAAAAAAAAAA==,dbs/6ookAA==/colls/6ookAOo23lI=/docs/6ookAOo23lKeAAAAAAAAAA==/,"""0200bea7-0000-0a00-0000-680f5a180000""",attachments/,1745836568,
196,254.,196,254,35023,985b90db-6616-4d3c-aed7-6c306991625e_page3_table1_pair5,985b90db-6616-4d3c-aed7-6c306991625e,3,1,6ookAOo23lKfAAAAAAAAAA==,dbs/6ookAA==/colls/6ookAOo23lI=/docs/6ookAOo23lKfAAAAAAAAAA==/,"""0200bfa7-0000-0a00-0000-680f5a180000""",attachments/,1745836568,
182,285,182,285,35023,985b90db-6616-4d3c-aed7-6c306991625e_page3_table1_pair6,985b90db-6616-4d3c-aed7-6c306991625e,3,1,6ookAOo23lKgAAAAAAAAAA==,dbs/6ookAA==/colls/6ookAOo23lI=/docs/6ookAOo23lKgAAAAAAAAAA==/,"""0200c0a7-0000-0a00-0000-680f5a180000""",attachments/,1745836568,
180,356,180,356,35023,985b90db-6616-4d3c-aed7-6c306991625e_page3_table1_pair7,985b90db-6616-4d3c-aed7-6c306991625e,3,1,6ookAOo23lKhAAAAAAAAAA==,dbs/6ookAA==/colls/6ookAOo23lI=/docs/6ookAOo23lKhAAAAAAAAAA==/,"""0200c1a7-0000-0a00-0000-680f5a180000""",attachments/,1745836568,
179,347,179,347,35023,985b90db-6616-4d3c-aed7-6c306991625e_page3_table1_pair8,985b90db-6616-4d3c-aed7-6c306991625e,3,1,6ookAOo23lKiAAAAAAAAAA==,dbs/6ookAA==/colls/6ookAOo23lI=/docs/6ookAOo23lKiAAAAAAAAAA==/,"""0200c2a7-0000-0a00-0000-680f5a180000""",attachments/,1745836568,
179,217,179,217,35023,985b90db-6616-4d3c-aed7-6c306991625e_page3_table1_pair9,985b90db-6616-4d3c-aed7-6c306991625e,3,1,6ookAOo23lKjAAAAAAAAAA==,dbs/6ookAA==/colls/6ookAOo23lI=/docs/6ookAOo23lKjAAAAAAAAAA==/,"""0200c3a7-0000-0a00-0000-680f5a180000""",attachments/,1745836568,
182,268,182,268,35023,985b90db-6616-4d3c-aed7-6c306991625e_page3_table1_pair10,985b90db-6616-4d3c-aed7-6c306991625e,3,1,6ookAOo23lKkAAAAAAAAAA==,dbs/6ookAA==/colls/6ookAOo23lI=/docs/6ookAOo23lKkAAAAAAAAAA==/,"""0200c5a7-0000-0a00-0000-680f5a180000""",attachments/,1745836568,
151,3,151,3,35023,985b90db-6616-4d3c-aed7-6c306991625e_page3_table1_pair11,985b90db-6616-4d3c-aed7-6c306991625e,3,1,6ookAOo23lKlAAAAAAAAAA==,dbs/6ookAA==/colls/6ookAOo23lI=/docs/6ookAOo23lKlAAAAAAAAAA==/,"""0200c6a7-0000-0a00-0000-680f5a180000""",attachments/,1745836568,
172,420,172,420,35023,985b90db-6616-4d3c-aed7-6c306991625e_page3_table1_pair12,985b90db-6616-4d3c-aed7-6c306991625e,3,1,6ookAOo23lKmAAAAAAAAAA==,dbs/6ookAA==/colls/6ookAOo23lI=/docs/6ookAOo23lKmAAAAAAAAAA==/,"""0200c7a7-0000-0a00-0000-680f5a180000""",attachments/,1745836568,
196,106,196,106,35023,985b90db-6616-4d3c-aed7-6c306991625e_page3_table1_pair13,985b90db-6616-4d3c-aed7-6c306991625e,3,1,6ookAOo23lKnAAAAAAAAAA==,dbs/6ookAA==/colls/6ookAOo23lI=/docs/6ookAOo23lKnAAAAAAAAAA==/,"""0200c8a7-0000-0a00-0000-680f5a180000""",attachments/,1745836568,
196,107,196,107,35023,985b90db-6616-4d3c-aed7-6c306991625e_page3_table1_pair14,985b90db-6616-4d3c-aed7-6c306991625e,3,1,6ookAOo23lKoAAAAAAAAAA==,dbs/6ookAA==/colls/6ookAOo23lI=/docs/6ookAOo23lKoAAAAAAAAAA==/,"""0200c9a7-0000-0a00-0000-680f5a180000""",attachments/,1745836568,
196,108,196,108,35023,985b90db-6616-4d3c-aed7-6c306991625e_page3_table1_pair15,985b90db-6616-4d3c-aed7-6c306991625e,3,1,6ookAOo23lKpAAAAAAAAAA==,dbs/6ookAA==/colls/6ookAOo23lI=/docs/6ookAOo23lKpAAAAAAAAAA==/,"""0200cba7-0000-0a00-0000-680f5a180000""",attachments/,1745836568,
179,386,179,386,35023,985b90db-6616-4d3c-aed7-6c306991625e_page3_table1_pair16,985b90db-6616-4d3c-aed7-6c306991625e,3,1,6ookAOo23lKqAAAAAAAAAA==,dbs/6ookAA==/colls/6ookAOo23lI=/docs/6ookAOo23lKqAAAAAAAAAA==/,"""0200cca7-0000-0a00-0000-680f5a180000""",attachments/,1745836568,
195,101,195,101,35023,985b90db-6616-4d3c-aed7-6c306991625e_page3_table1_pair17,985b90db-6616-4d3c-aed7-6c306991625e,3,1,6ookAOo23lKrAAAAAAAAAA==,dbs/6ookAA==/colls/6ookAOo23lI=/docs/6ookAOo23lKrAAAAAAAAAA==/,"""0200cda7-0000-0a00-0000-680f5a180000""",attachments/,1745836568,
147,360:,147,360,35023,985b90db-6616-4d3c-aed7-6c306991625e_page3_table1_pair18,985b90db-6616-4d3c-aed7-6c306991625e,3,1,6ookAOo23lKsAAAAAAAAAA==,dbs/6ookAA==/colls/6ookAOo23lI=/docs/6ookAOo23lKsAAAAAAAAAA==/,"""0200cea7-0000-0a00-0000-680f5a180000""",attachments/,1745836568,
170,228,170,228,35023,985b90db-6616-4d3c-aed7-6c306991625e_page3_table1_pair19,985b90db-6616-4d3c-aed7-6c306991625e,3,1,6ookAOo23lKtAAAAAAAAAA==,dbs/6ookAA==/colls/6ookAOo23lI=/docs/6ookAOo23lKtAAAAAAAAAA==/,"""0200cfa7-0000-0a00-0000-680f5a180000""",attachments/,1745836568,
170,229,170,229,35023,985b90db-6616-4d3c-aed7-6c306991625e_page3_table1_pair20,985b90db-6616-4d3c-aed7-6c306991625e,3,1,6ookAOo23lKuAAAAAAAAAA==,dbs/6ookAA==/colls/6ookAOo23lI=/docs/6ookAOo23lKuAAAAAAAAAA==/,"""0200d0a7-0000-0a00-0000-680f5a180000""",attachments/,1745836568,
185,268,185,268,35023,985b90db-6616-4d3c-aed7-6c306991625e_page4_table1_pair0,985b90db-6616-4d3c-aed7-6c306991625e,4,1,6ookAOo23lKvAAAAAAAAAA==,dbs/6ookAA==/colls/6ookAOo23lI=/docs/6ookAOo23lKvAAAAAAAAAA==/,"""0200dda7-0000-0a00-0000-680f5a260000""",attachments/,1745836582,
157,548,157,548,35023,985b90db-6616-4d3c-aed7-6c306991625e_page4_table1_pair1,985b90db-6616-4d3c-aed7-6c306991625e,4,1,6ookAOo23lKwAAAAAAAAAA==,dbs/6ookAA==/colls/6ookAOo23lI=/docs/6ookAOo23lKwAAAAAAAAAA==/,"""0200dea7-0000-0a00-0000-680f5a260000""",attachments/,1745836582,
157,549,157,549,35023,985b90db-6616-4d3c-aed7-6c306991625e_page4_table1_pair2,985b90db-6616-4d3c-aed7-6c306991625e,4,1,6ookAOo23lKxAAAAAAAAAA==,dbs/6ookAA==/colls/6ookAOo23lI=/docs/6ookAOo23lKxAAAAAAAAAA==/,"""0200dfa7-0000-0a00-0000-680f5a260000""",attachments/,1745836582,
157,430,157,430,35023,985b90db-6616-4d3c-aed7-6c306991625e_page4_table1_pair3,985b90db-6616-4d3c-aed7-6c306991625e,4,1,6ookAOo23lKyAAAAAAAAAA==,dbs/6ookAA==/colls/6ookAOo23lI=/docs/6ookAOo23lKyAAAAAAAAAA==/,"""0200e0a7-0000-0a00-0000-680f5a260000""",attachments/,1745836582,
157,431,157,431,35023,985b90db-6616-4d3c-aed7-6c306991625e_page4_table1_pair4,985b90db-6616-4d3c-aed7-6c306991625e,4,1,6ookAOo23lKzAAAAAAAAAA==,dbs/6ookAA==/colls/6ookAOo23lI=/docs/6ookAOo23lKzAAAAAAAAAA==/,"""0200e1a7-0000-0a00-0000-680f5a260000""",attachments/,1745836582,
143,258.,143,258,35023,985b90db-6616-4d3c-aed7-6c306991625e_page4_table1_pair5,985b90db-6616-4d3c-aed7-6c306991625e,4,1,6ookAOo23lK0AAAAAAAAAA==,dbs/6ookAA==/colls/6ookAOo23lI=/docs/6ookAOo23lK0AAAAAAAAAA==/,"""0200e2a7-0000-0a00-0000-680f5a260000""",attachments/,1745836582,
185,95,185,95,35023,985b90db-6616-4d3c-aed7-6c306991625e_page4_table1_pair6,985b90db-6616-4d3c-aed7-6c306991625e,4,1,6ookAOo23lK1AAAAAAAAAA==,dbs/6ookAA==/colls/6ookAOo23lI=/docs/6ookAOo23lK1AAAAAAAAAA==/,"""0200e3a7-0000-0a00-0000-680f5a260000""",attachments/,1745836582,
142,205,142,205,35023,985b90db-6616-4d3c-aed7-6c306991625e_page4_table1_pair7,985b90db-6616-4d3c-aed7-6c306991625e,4,1,6ookAOo23lK2AAAAAAAAAA==,dbs/6ookAA==/colls/6ookAOo23lI=/docs/6ookAOo23lK2AAAAAAAAAA==/,"""0200e4a7-0000-0a00-0000-680f5a260000""",attachments/,1745836582,
142,207,142,207,35023,985b90db-6616-4d3c-aed7-6c306991625e_page4_table1_pair8,985b90db-6616-4d3c-aed7-6c306991625e,4,1,6ookAOo23lK3AAAAAAAAAA==,dbs/6ookAA==/colls/6ookAOo23lI=/docs/6ookAOo23lK3AAAAAAAAAA==/,"""0200e5a7-0000-0a00-0000-680f5a260000""",attachments/,1745836582,
157,550,157,550,35023,985b90db-6616-4d3c-aed7-6c306991625e_page4_table1_pair9,985b90db-6616-4d3c-aed7-6c306991625e,4,1,6ookAOo23lK4AAAAAAAAAA==,dbs/6ookAA==/colls/6ookAOo23lI=/docs/6ookAOo23lK4AAAAAAAAAA==/,"""0200e6a7-0000-0a00-0000-680f5a260000""",attachments/,1745836582,
166,267,166,267,35023,985b90db-6616-4d3c-aed7-6c306991625e_page4_table1_pair10,985b90db-6616-4d3c-aed7-6c306991625e,4,1,6ookAOo23lK5AAAAAAAAAA==,dbs/6ookAA==/colls/6ookAOo23lI=/docs/6ookAOo23lK5AAAAAAAAAA==/,"""0200e7a7-0000-0a00-0000-680f5a260000""",attachments/,1745836582,
163,465,163,465,35023,985b90db-6616-4d3c-aed7-6c306991625e_page4_table1_pair11,985b90db-6616-4d3c-aed7-6c306991625e,4,1,6ookAOo23lK6AAAAAAAAAA==,dbs/6ookAA==/colls/6ookAOo23lI=/docs/6ookAOo23lK6AAAAAAAAAA==/,"""0200e8a7-0000-0a00-0000-680f5a260000""",attachments/,1745836582,
163,464,163,464,35023,985b90db-6616-4d3c-aed7-6c306991625e_page4_table1_pair12,985b90db-6616-4d3c-aed7-6c306991625e,4,1,6ookAOo23lK7AAAAAAAAAA==,dbs/6ookAA==/colls/6ookAOo23lI=/docs/6ookAOo23lK7AAAAAAAAAA==/,"""0200e9a7-0000-0a00-0000-680f5a260000""",attachments/,1745836582,
155,218,155,218,35023,985b90db-6616-4d3c-aed7-6c306991625e_page4_table1_pair13,985b90db-6616-4d3c-aed7-6c306991625e,4,1,6ookAOo23lK8AAAAAAAAAA==,dbs/6ookAA==/colls/6ookAOo23lI=/docs/6ookAOo23lK8AAAAAAAAAA==/,"""0200eaa7-0000-0a00-0000-680f5a260000""",attachments/,1745836582,
155,219,155,219,35023,985b90db-6616-4d3c-aed7-6c306991625e_page4_table1_pair14,985b90db-6616-4d3c-aed7-6c306991625e,4,1,6ookAOo23lK9AAAAAAAAAA==,dbs/6ookAA==/colls/6ookAOo23lI=/docs/6ookAOo23lK9AAAAAAAAAA==/,"""0200eba7-0000-0a00-0000-680f5a260000""",attachments/,1745836582,
155,226,155,226,35023,985b90db-6616-4d3c-aed7-6c306991625e_page4_table1_pair15,985b90db-6616-4d3c-aed7-6c306991625e,4,1,6ookAOo23lK+AAAAAAAAAA==,dbs/6ookAA==/colls/6ookAOo23lI=/docs/6ookAOo23lK+AAAAAAAAAA==/,"""0200eca7-0000-0a00-0000-680f5a260000""",attachments/,1745836582,
163,25,163,25,35023,985b90db-6616-4d3c-aed7-6c306991625e_page4_table1_pair16,985b90db-6616-4d3c-aed7-6c306991625e,4,1,6ookAOo23lK-AAAAAAAAAA==,dbs/6ookAA==/colls/6ookAOo23lI=/docs/6ookAOo23lK-AAAAAAAAAA==/,"""0200eda7-0000-0a00-0000-680f5a260000""",attachments/,1745836582,
163,28,163,28,35023,985b90db-6616-4d3c-aed7-6c306991625e_page4_table1_pair17,985b90db-6616-4d3c-aed7-6c306991625e,4,1,6ookAOo23lLAAAAAAAAAAA==,dbs/6ookAA==/colls/6ookAOo23lI=/docs/6ookAOo23lLAAAAAAAAAAA==/,"""0200eea7-0000-0a00-0000-680f5a260000""",attachments/,1745836582,
142,186,142,186,35023,985b90db-6616-4d3c-aed7-6c306991625e_page4_table1_pair18,985b90db-6616-4d3c-aed7-6c306991625e,4,1,6ookAOo23lLBAAAAAAAAAA==,dbs/6ookAA==/colls/6ookAOo23lI=/docs/6ookAOo23lLBAAAAAAAAAA==/,"""0200efa7-0000-0a00-0000-680f5a260000""",attachments/,1745836582,
142,396,142,396,35023,985b90db-6616-4d3c-aed7-6c306991625e_page4_table1_pair19,985b90db-6616-4d3c-aed7-6c306991625e,4,1,6ookAOo23lLCAAAAAAAAAA==,dbs/6ookAA==/colls/6ookAOo23lI=/docs/6ookAOo23lLCAAAAAAAAAA==/,"""0200f0a7-0000-0a00-0000-680f5a260000""",attachments/,1745836582,
166,93,166,93,35023,985b90db-6616-4d3c-aed7-6c306991625e_page4_table1_pair20,985b90db-6616-4d3c-aed7-6c306991625e,4,1,6ookAOo23lLDAAAAAAAAAA==,dbs/6ookAA==/colls/6ookAOo23lI=/docs/6ookAOo23lLDAAAAAAAAAA==/,"""0200f1a7-0000-0a00-0000-680f5a260000""",attachments/,1745836582,
157,264,157,264,35023,985b90db-6616-4d3c-aed7-6c306991625e_page4_table1_pair21,985b90db-6616-4d3c-aed7-6c306991625e,4,1,6ookAOo23lLEAAAAAAAAAA==,dbs/6ookAA==/colls/6ookAOo23lI=/docs/6ookAOo23lLEAAAAAAAAAA==/,"""0200f2a7-0000-0a00-0000-680f5a260000""",attachments/,1745836582,
145 -,392,145,392,35023,985b90db-6616-4d3c-aed7-6c306991625e_page5_table1_pair0,985b90db-6616-4d3c-aed7-6c306991625e,5,1,6ookAOo23lLFAAAAAAAAAA==,dbs/6ookAA==/colls/6ookAOo23lI=/docs/6ookAOo23lLFAAAAAAAAAA==/,"""0200fca7-0000-0a00-0000-680f5a340000""",attachments/,1745836596,
157,316,157,316,35023,985b90db-6616-4d3c-aed7-6c306991625e_page5_table1_pair1,985b90db-6616-4d3c-aed7-6c306991625e,5,1,6ookAOo23lLGAAAAAAAAAA==,dbs/6ookAA==/colls/6ookAOo23lI=/docs/6ookAOo23lLGAAAAAAAAAA==/,"""0200fda7-0000-0a00-0000-680f5a340000""",attachments/,1745836596,
157,3/7/317,157,37317,35023,985b90db-6616-4d3c-aed7-6c306991625e_page5_table1_pair2,985b90db-6616-4d3c-aed7-6c306991625e,5,1,6ookAOo23lLHAAAAAAAAAA==,dbs/6ookAA==/colls/6ookAOo23lI=/docs/6ookAOo23lLHAAAAAAAAAA==/,"""0200fea7-0000-0a00-0000-680f5a340000""",attachments/,1745836596,
163,15.9,163,159,35023,985b90db-6616-4d3c-aed7-6c306991625e_page5_table1_pair3,985b90db-6616-4d3c-aed7-6c306991625e,5,1,6ookAOo23lLIAAAAAAAAAA==,dbs/6ookAA==/colls/6ookAOo23lI=/docs/6ookAOo23lLIAAAAAAAAAA==/,"""0200ffa7-0000-0a00-0000-680f5a340000""",attachments/,1745836596,
156,36,156,36,35023,985b90db-6616-4d3c-aed7-6c306991625e_page5_table1_pair4,985b90db-6616-4d3c-aed7-6c306991625e,5,1,6ookAOo23lLJAAAAAAAAAA==,dbs/6ookAA==/colls/6ookAOo23lI=/docs/6ookAOo23lLJAAAAAAAAAA==/,"""020000a8-0000-0a00-0000-680f5a340000""",attachments/,1745836596,
143,383,143,383,35023,985b90db-6616-4d3c-aed7-6c306991625e_page5_table1_pair5,985b90db-6616-4d3c-aed7-6c306991625e,5,1,6ookAOo23lLKAAAAAAAAAA==,dbs/6ookAA==/colls/6ookAOo23lI=/docs/6ookAOo23lLKAAAAAAAAAA==/,"""020001a8-0000-0a00-0000-680f5a340000""",attachments/,1745836596,
143,334,143,334,35023,985b90db-6616-4d3c-aed7-6c306991625e_page5_table1_pair6,985b90db-6616-4d3c-aed7-6c306991625e,5,1,6ookAOo23lLLAAAAAAAAAA==,dbs/6ookAA==/colls/6ookAOo23lI=/docs/6ookAOo23lLLAAAAAAAAAA==/,"""020002a8-0000-0a00-0000-680f5a340000""",attachments/,1745836596,
146,84,146,84,35023,985b90db-6616-4d3c-aed7-6c306991625e_page5_table1_pair7,985b90db-6616-4d3c-aed7-6c306991625e,5,1,6ookAOo23lLMAAAAAAAAAA==,dbs/6ookAA==/colls/6ookAOo23lI=/docs/6ookAOo23lLMAAAAAAAAAA==/,"""020003a8-0000-0a00-0000-680f5a340000""",attachments/,1745836596,
146,33,146,33,35023,985b90db-6616-4d3c-aed7-6c306991625e_page5_table1_pair8,985b90db-6616-4d3c-aed7-6c306991625e,5,1,6ookAOo23lLNAAAAAAAAAA==,dbs/6ookAA==/colls/6ookAOo23lI=/docs/6ookAOo23lLNAAAAAAAAAA==/,"""020004a8-0000-0a00-0000-680f5a340000""",attachments/,1745836596,
144,317,144,317,35023,985b90db-6616-4d3c-aed7-6c306991625e_page5_table1_pair9,985b90db-6616-4d3c-aed7-6c306991625e,5,1,6ookAOo23lLOAAAAAAAAAA==,dbs/6ookAA==/colls/6ookAOo23lI=/docs/6ookAOo23lLOAAAAAAAAAA==/,"""020005a8-0000-0a00-0000-680f5a340000""",attachments/,1745836596,
141,392,141,392,35023,985b90db-6616-4d3c-aed7-6c306991625e_page5_table1_pair10,985b90db-6616-4d3c-aed7-6c306991625e,5,1,6ookAOo23lLPAAAAAAAAAA==,dbs/6ookAA==/colls/6ookAOo23lI=/docs/6ookAOo23lLPAAAAAAAAAA==/,"""020006a8-0000-0a00-0000-680f5a340000""",attachments/,1745836596,
157,585,157,585,35023,985b90db-6616-4d3c-aed7-6c306991625e_page5_table1_pair11,985b90db-6616-4d3c-aed7-6c306991625e,5,1,6ookAOo23lLQAAAAAAAAAA==,dbs/6ookAA==/colls/6ookAOo23lI=/docs/6ookAOo23lLQAAAAAAAAAA==/,"""020007a8-0000-0a00-0000-680f5a340000""",attachments/,1745836596,
157,586,157,586,35023,985b90db-6616-4d3c-aed7-6c306991625e_page5_table1_pair12,985b90db-6616-4d3c-aed7-6c306991625e,5,1,6ookAOo23lLRAAAAAAAAAA==,dbs/6ookAA==/colls/6ookAOo23lI=/docs/6ookAOo23lLRAAAAAAAAAA==/,"""020008a8-0000-0a00-0000-680f5a340000""",attachments/,1745836596,
184,93,184,93,35023,985b90db-6616-4d3c-aed7-6c306991625e_page5_table1_pair13,985b90db-6616-4d3c-aed7-6c306991625e,5,1,6ookAOo23lLSAAAAAAAAAA==,dbs/6ookAA==/colls/6ookAOo23lI=/docs/6ookAOo23lLSAAAAAAAAAA==/,"""020009a8-0000-0a00-0000-680f5a340000""",attachments/,1745836596,
184,94,184,94,35023,985b90db-6616-4d3c-aed7-6c306991625e_page5_table1_pair14,985b90db-6616-4d3c-aed7-6c306991625e,5,1,6ookAOo23lLTAAAAAAAAAA==,dbs/6ookAA==/colls/6ookAOo23lI=/docs/6ookAOo23lLTAAAAAAAAAA==/,"""02000aa8-0000-0a00-0000-680f5a340000""",attachments/,1745836596,
185,92,185,92,35023,985b90db-6616-4d3c-aed7-6c306991625e_page5_table1_pair15,985b90db-6616-4d3c-aed7-6c306991625e,5,1,6ookAOo23lLUAAAAAAAAAA==,dbs/6ookAA==/colls/6ookAOo23lI=/docs/6ookAOo23lLUAAAAAAAAAA==/,"""02000ba8-0000-0a00-0000-680f5a340000""",attachments/,1745836596,
