document_id,blob_name,page_number,table_index,row_index,column_index,content,confidence
02c783f8-97ce-4d65-95ea-04d9a2ff4e1d,page_13_raw.json,1,1,0,0,PD no. N° de SV,
02c783f8-97ce-4d65-95ea-04d9a2ff4e1d,page_13_raw.json,1,1,0,1,Seq. no. Nº de séq.,
02c783f8-97ce-4d65-95ea-04d9a2ff4e1d,page_13_raw.json,1,1,0,2,,
02c783f8-97ce-4d65-95ea-04d9a2ff4e1d,page_13_raw.json,1,1,0,3,PD no. Nº de SV,
02c783f8-97ce-4d65-95ea-04d9a2ff4e1d,page_13_raw.json,1,1,0,4,Seq. no. Nº de séq.,
02c783f8-97ce-4d65-95ea-04d9a2ff4e1d,page_13_raw.json,1,1,0,5,,
02c783f8-97ce-4d65-95ea-04d9a2ff4e1d,page_13_raw.json,1,1,0,6,PD no. Nº de SV,
02c783f8-97ce-4d65-95ea-04d9a2ff4e1d,page_13_raw.json,1,1,0,7,Seq. no. Nº de ség.,
02c783f8-97ce-4d65-95ea-04d9a2ff4e1d,page_13_raw.json,1,1,1,0,,
02c783f8-97ce-4d65-95ea-04d9a2ff4e1d,page_13_raw.json,1,1,1,1,87,
02c783f8-97ce-4d65-95ea-04d9a2ff4e1d,page_13_raw.json,1,1,1,2,25,
02c783f8-97ce-4d65-95ea-04d9a2ff4e1d,page_13_raw.json,1,1,1,3,,
02c783f8-97ce-4d65-95ea-04d9a2ff4e1d,page_13_raw.json,1,1,1,4,,
02c783f8-97ce-4d65-95ea-04d9a2ff4e1d,page_13_raw.json,1,1,1,5,50,
02c783f8-97ce-4d65-95ea-04d9a2ff4e1d,page_13_raw.json,1,1,1,6,,
02c783f8-97ce-4d65-95ea-04d9a2ff4e1d,page_13_raw.json,1,1,1,7,,
02c783f8-97ce-4d65-95ea-04d9a2ff4e1d,page_13_raw.json,1,1,2,0,133-0,
02c783f8-97ce-4d65-95ea-04d9a2ff4e1d,page_13_raw.json,1,1,2,1,278,
02c783f8-97ce-4d65-95ea-04d9a2ff4e1d,page_13_raw.json,1,1,2,2,26,
02c783f8-97ce-4d65-95ea-04d9a2ff4e1d,page_13_raw.json,1,1,2,3,,
02c783f8-97ce-4d65-95ea-04d9a2ff4e1d,page_13_raw.json,1,1,2,4,,
